yy,gear,flag,lond,latd,alb_mt,bet_mt,skj_mt,yft_mt
1984,L,TO,182.50,-17.50,33.677,4.936,0,10.931
1984,L,TO,187.50,-22.50,9.195,4.942,0,6.662
1984,L,TO,187.50,-17.50,13.426,1.842,0,7.211
1984,L,TW,112.50,7.50,10.365,22.755,5.172,354.451
1984,L,TW,112.50,12.50,28.387,62.320,14.164,970.762
1984,L,TW,112.50,17.50,16.845,36.980,8.404,576.043
1984,L,TW,117.50,12.50,46.867,102.890,23.385,1602.741
1984,L,TW,117.50,17.50,50.971,111.899,25.433,1743.077
1984,L,TW,122.50,2.50,0.430,0.944,0.215,14.709
1984,L,TW,122.50,7.50,1.537,3.375,0.767,52.565
1984,L,TW,122.50,17.50,66.483,145.953,33.171,2273.547
1984,L,TW,122.50,22.50,6.600,14.489,3.294,225.691
1984,L,TW,127.50,2.50,4.505,9.891,2.249,154.077
1984,L,TW,127.50,7.50,30.784,67.582,15.359,1052.743
1984,L,TW,127.50,12.50,47.572,104.437,23.736,1626.857
1984,L,TW,127.50,17.50,51.570,113.214,25.731,1763.572
1984,L,TW,127.50,22.50,8.271,18.158,4.127,282.837
1984,L,TW,132.50,2.50,30.305,66.529,15.121,1036.346
1984,L,TW,132.50,7.50,56.401,123.816,28.140,1928.741
1984,L,TW,132.50,12.50,8.137,17.863,4.060,278.256
1984,L,TW,132.50,17.50,2.186,4.799,1.091,74.748
1984,L,TW,132.50,22.50,2.785,6.115,1.390,95.243
1984,L,TW,152.50,-17.50,70.517,0.757,0,6.149
1984,L,TW,157.50,-37.50,5.590,0.099,0,0
1984,L,TW,157.50,-27.50,267.254,7.316,0,1.529
1984,L,TW,157.50,-17.50,172.765,6.658,0,21.966
1984,L,TW,157.50,-12.50,103.729,7.941,0,11.593
1984,L,TW,157.50,-2.50,0,0.411,0,4.702
1984,L,TW,162.50,-37.50,107.444,3.223,0,0.920
1984,L,TW,162.50,-32.50,321.494,11.822,0,2.467
1984,L,TW,162.50,-27.50,437.933,14.665,0,8.797
1984,L,TW,162.50,-22.50,28.624,0,0,0.033
1984,L,TW,162.50,-17.50,133.652,5.146,1.742,18.298
1984,L,TW,162.50,-12.50,262.947,10.965,0.394,29.908
1984,L,TW,162.50,-7.50,7.859,2.499,0,3.519
1984,L,TW,162.50,-2.50,0,0.674,0,0.740
1984,L,TW,167.50,-37.50,47.614,0.805,0,0.592
1984,L,TW,167.50,-32.50,111.489,3.025,0,0.099
1984,L,TW,167.50,-27.50,23.889,0.362,0,0.887
1984,L,TW,167.50,-22.50,9.552,0.230,0,0.181
1984,L,TW,167.50,-17.50,239.533,27.540,0.427,43.849
1984,L,TW,167.50,-12.50,303.179,8.516,0.115,44.293
1984,L,TW,167.50,-7.50,24.629,4.160,0,18.809
1984,L,TW,167.50,-2.50,0.575,0.247,0,0.197
1984,L,TW,167.50,2.50,0,0.164,0,0.033
1984,L,TW,172.50,-32.50,131.070,1.233,0,1.875
1984,L,TW,172.50,-27.50,182.220,3.632,0,3.733
1984,L,TW,172.50,-22.50,9.815,0.362,0,0.592
1984,L,TW,172.50,-17.50,826.705,35.529,2.680,73.607
1984,L,TW,172.50,-12.50,229.160,8.418,0,33.128
1984,L,TW,172.50,-7.50,33.443,10.244,0,33.113
1984,L,TW,177.50,-32.50,13.696,0.559,0,0.197
1984,L,TW,177.50,-27.50,100.062,4.226,0,3.025
1984,L,TW,177.50,-22.50,191.574,4.768,0,13.351
1984,L,TW,177.50,-17.50,83.999,6.264,0,15.948
1984,L,TW,177.50,-12.50,87.451,3.239,0,9.158
1984,L,TW,177.50,-7.50,11.329,3.765,0,5.294
1984,L,TW,182.50,-37.50,1.480,0.543,0,0
1984,L,TW,182.50,-27.50,6.001,0.460,0,0.937
1984,L,TW,182.50,-17.50,12.775,0.575,0,3.124
1984,L,TW,182.50,-12.50,71.225,9.141,0,34.346
1984,L,TW,182.50,-7.50,42.353,5.376,0,24.103
1984,L,TW,187.50,-32.50,51.050,5.607,0,4.209
1984,L,TW,187.50,-27.50,326.657,20.503,0,22.853
1984,L,TW,187.50,-22.50,79.691,2.976,0,8.746
1984,L,TW,187.50,-17.50,374.930,17.017,2.861,50.623
1984,L,TW,187.50,-12.50,369.256,17.329,0.378,62.263
1984,L,TW,187.50,-7.50,95.425,47.007,0,71.521
1984,L,TW,192.50,-32.50,21.259,1.957,0,0.723
1984,L,TW,192.50,-27.50,306.697,31.896,0,30.219
1984,L,TW,192.50,-22.50,101.870,5.049,0,7.760
1984,L,TW,192.50,-17.50,140.162,6.478,0,10.375
1984,L,TW,192.50,-12.50,279.815,19.252,1.250,38.441
1984,L,TW,192.50,-7.50,92.170,11.395,0,22.558
1984,L,TW,197.50,-37.50,90.264,1.841,0,1.463
1984,L,TW,197.50,-32.50,246.653,7.596,0,9.717
1984,L,TW,197.50,-27.50,263.950,10.145,0.230,15.866
1984,L,TW,197.50,-22.50,123.640,4.900,0.427,6.068
1984,L,TW,197.50,-17.50,41.860,1.695,0,3.717
1984,L,TW,197.50,-12.50,195.158,10.111,9.750,14.551
1984,L,TW,197.50,-7.50,4.653,0.789,0,2.072
1984,L,TW,202.50,-37.50,417.758,2.434,0,0.378
1984,L,TW,202.50,-32.50,253.607,3.140,0,2.564
1984,L,TW,202.50,-27.50,181.430,7.891,0.740,14.682
1984,L,TW,202.50,-22.50,20.289,0.773,0,0.527
1984,L,TW,202.50,-17.50,29.052,0.954,0,1.283
1984,L,TW,202.50,-12.50,125.975,11.312,10.259,6
1984,L,TW,207.50,-37.50,667.042,5.589,0,0.493
1984,L,TW,207.50,-32.50,77.734,0.790,0,0.164
1984,L,TW,207.50,-27.50,29.939,1.610,0,3.716
1984,L,TW,207.50,-22.50,1.085,0,0,0
1984,L,TW,207.50,-17.50,9.470,0,0,0
1984,L,TW,207.50,-12.50,37.716,1.842,0.477,1.611
1984,L,TW,212.50,-37.50,363.911,4.183,0,0
1984,L,TW,212.50,-32.50,97.936,7.431,0,0.791
1984,L,TW,212.50,-27.50,1.100,0,0,0.128
1984,L,TW,212.50,-17.50,6.928,0,0,0.383
1984,L,TW,212.50,-12.50,14.999,20.854,0,5.460
1984,L,TW,217.50,-42.50,6.364,0,0,0
1984,L,TW,217.50,-37.50,52.938,0.130,0,0
1984,L,TW,217.50,-32.50,33.999,1.691,0,0.255
1984,L,TW,217.50,-27.50,2.309,0.260,0,0.077
1984,L,TW,217.50,-12.50,29.788,17.151,0,6.377
1984,L,TW,222.50,-37.50,18.121,0,0,0
1984,L,TW,222.50,-27.50,1.979,0.260,0,0.204
1984,L,TW,222.50,-17.50,1.561,0.260,0,0
1984,L,TW,222.50,-12.50,102.789,41.592,0,7.501
1984,L,TW,227.50,-27.50,5.388,0.824,0,0.077
1984,L,TW,227.50,-17.50,227.319,23.067,0,10.795
1984,L,TW,227.50,-12.50,45.810,5.924,0,1.505
1984,P,AU,152.50,-37.50,0,45.273,0,0
1984,P,AU,152.50,-32.50,0,0,0,40.746
1984,P,FJ,177.50,-17.50,0,0,2312.246,293.018
1984,P,FJ,177.50,-12.50,0,0,11.352,0
1984,P,FJ,182.50,-22.50,0,0,4.115,0
1984,P,FJ,182.50,-17.50,0,0,1733.438,199.366
1984,P,FJ,182.50,-12.50,0,0,15.183,2.412
1984,P,ID,122.50,-7.50,0,131.976,3024.684,612.924
1984,P,ID,122.50,-2.50,0,264.060,6049.440,1225.800
1984,P,ID,122.50,2.50,0,132.012,3024.648,612.864
1984,P,ID,127.50,-2.50,0,264.024,6049.296,1225.728
1984,P,ID,127.50,2.50,0,264.096,6049.512,1225.728
1984,P,ID,132.50,-2.50,0,263.952,6049.404,1225.800
1984,P,JP,122.50,22.50,1.900,23.200,2654.100,166.400
1984,P,JP,122.50,27.50,1,9.100,151.200,33.400
1984,P,JP,127.50,12.50,0,0,0.500,0
1984,P,JP,127.50,17.50,0,0,32.500,3.700
1984,P,JP,127.50,22.50,2,1,144.700,23
1984,P,JP,127.50,27.50,202.700,177.400,12052.400,1880.800
1984,P,JP,127.50,32.50,83.400,5,2788.550,307.800
1984,P,JP,132.50,7.50,0,3.500,36.500,0
1984,P,JP,132.50,12.50,0,0,1130.800,6.700
1984,P,JP,132.50,17.50,1,0.200,515.700,20.100
1984,P,JP,132.50,22.50,0.300,13.200,302,157.900
1984,P,JP,132.50,27.50,81.100,238.600,3734.275,1209.100
1984,P,JP,132.50,32.50,110.200,138.200,4203,499.400
1984,P,JP,137.50,7.50,0,4.600,121.800,1
1984,P,JP,137.50,12.50,0,2.600,1795,9
1984,P,JP,137.50,17.50,5.700,2,1809.100,29.500
1984,P,JP,137.50,22.50,8.100,15.800,447.200,103.200
1984,P,JP,137.50,27.50,40.300,160.900,1121.200,248.400
1984,P,JP,137.50,32.50,144.976,311.080,7489.944,534.788
1984,P,JP,137.50,37.50,0,0,7,0
1984,P,JP,142.50,-2.50,0,0,0.700,0
1984,P,JP,142.50,2.50,0,0,93,2.500
1984,P,JP,142.50,7.50,0,15.800,1554.800,46.300
1984,P,JP,142.50,12.50,0,0,87.500,10.800
1984,P,JP,142.50,17.50,6.300,3.800,2091.700,122.400
1984,P,JP,142.50,22.50,0.900,6.300,3043.500,232.100
1984,P,JP,142.50,27.50,36.900,51.500,2254.100,510.700
1984,P,JP,142.50,32.50,2880.600,475.400,25725.100,911.600
1984,P,JP,142.50,37.50,905.600,44.900,9958.500,126.200
1984,P,JP,142.50,42.50,30.700,0,2368.500,7.200
1984,P,JP,147.50,-7.50,0,0,517.700,115.400
1984,P,JP,147.50,-2.50,0,0.600,935.700,120.100
1984,P,JP,147.50,2.50,0,5.600,1172.200,12.900
1984,P,JP,147.50,7.50,0,11,1921.100,32.700
1984,P,JP,147.50,12.50,0,0,111.500,4.400
1984,P,JP,147.50,17.50,12,15,9222.200,110.900
1984,P,JP,147.50,22.50,6.100,12.200,3211.200,71.200
1984,P,JP,147.50,27.50,8,0,345.800,78.100
1984,P,JP,147.50,32.50,216.400,137.900,3698,197.800
1984,P,JP,147.50,37.50,344.200,14.200,26158.900,46.200
1984,P,JP,147.50,42.50,15.600,0,10851.800,0.800
1984,P,JP,152.50,-7.50,0,0.300,0.200,0
1984,P,JP,152.50,-2.50,0,0.100,921.400,92.400
1984,P,JP,152.50,2.50,0,4.600,2326.900,19
1984,P,JP,152.50,7.50,0,17.700,3358.500,76.900
1984,P,JP,152.50,12.50,0,3.500,216.300,5
1984,P,JP,152.50,17.50,0,5.100,1080.600,6.500
1984,P,JP,152.50,22.50,0,0.800,69.700,6
1984,P,JP,152.50,27.50,0,7,6.700,0
1984,P,JP,152.50,32.50,5561.300,19.100,103.500,16.800
1984,P,JP,152.50,37.50,3780.100,2.900,3248.800,126.800
1984,P,JP,152.50,42.50,11.800,0,12790.300,0.400
1984,P,JP,157.50,-37.50,0.100,0,75.300,2.100
1984,P,JP,157.50,-27.50,0,0,0.200,0
1984,P,JP,157.50,-22.50,0,0,0.600,0
1984,P,JP,157.50,-12.50,0,1,1,0
1984,P,JP,157.50,-7.50,0,0.500,98.700,1.500
1984,P,JP,157.50,-2.50,0,0.200,24.500,5.800
1984,P,JP,157.50,2.50,0,6.100,5727.400,49.300
1984,P,JP,157.50,7.50,0,1,1778.300,20.800
1984,P,JP,157.50,12.50,0,0,408.500,6
1984,P,JP,157.50,17.50,0,0,167.100,6.800
1984,P,JP,157.50,27.50,90.300,15,30,3
1984,P,JP,157.50,32.50,1283.700,16.300,2503.300,1.100
1984,P,JP,157.50,37.50,109.600,0,4724.100,0.500
1984,P,JP,157.50,42.50,7.100,0.100,8601.200,1.800
1984,P,JP,162.50,-42.50,0,0,0,0
1984,P,JP,162.50,-37.50,0,0,23.100,0
1984,P,JP,162.50,-22.50,0,0,0,0
1984,P,JP,162.50,-17.50,0,0,6,6
1984,P,JP,162.50,-12.50,0,1,27,1
1984,P,JP,162.50,-7.50,0,0,17217.600,0.500
1984,P,JP,162.50,-2.50,0,4.300,906.700,0.500
1984,P,JP,162.50,2.50,0,4.800,6145.800,23.800
1984,P,JP,162.50,7.50,0,0,785.600,6.800
1984,P,JP,162.50,12.50,0,0,89,0.500
1984,P,JP,162.50,17.50,0,0.100,112.800,0
1984,P,JP,162.50,22.50,0,0,21.200,0
1984,P,JP,162.50,27.50,29.300,9,10.100,0
1984,P,JP,162.50,32.50,1994.500,70.800,1228,2
1984,P,JP,162.50,37.50,1064.400,26.700,8864.100,1.300
1984,P,JP,162.50,42.50,1.400,19,2621.600,1.300
1984,P,JP,167.50,-42.50,0.100,0,0,0
1984,P,JP,167.50,-37.50,1.400,0,11.700,0
1984,P,JP,167.50,-32.50,0,0,0,0
1984,P,JP,167.50,-22.50,0,0,27.700,9.100
1984,P,JP,167.50,-12.50,0,3.500,9.100,0
1984,P,JP,167.50,-7.50,0,1.700,628.300,0
1984,P,JP,167.50,-2.50,0,0.200,173.700,0.300
1984,P,JP,167.50,2.50,0,7.300,8107.300,12.500
1984,P,JP,167.50,7.50,1.100,0.500,1013.200,7.700
1984,P,JP,167.50,12.50,0,0,87.900,0
1984,P,JP,167.50,17.50,0,0,82.500,0
1984,P,JP,167.50,22.50,0,0,43.500,0
1984,P,JP,167.50,27.50,0.500,21,78.300,1.400
1984,P,JP,167.50,32.50,3030.700,43.500,421,0.200
1984,P,JP,167.50,37.50,2369.900,18.700,824,0.500
1984,P,JP,167.50,42.50,4.400,0.500,1997.900,0.500
1984,P,JP,172.50,-7.50,0,1.800,140.700,0.200
1984,P,JP,172.50,-2.50,0,0,298.500,0.500
1984,P,JP,172.50,2.50,0,3,6029.100,0.400
1984,P,JP,172.50,7.50,0,7,2243.400,73.300
1984,P,JP,172.50,12.50,0,0,1.500,0
1984,P,JP,172.50,17.50,0,0,3,0
1984,P,JP,172.50,22.50,0,0,14.600,0
1984,P,JP,172.50,27.50,89.500,22.300,90.600,5
1984,P,JP,172.50,32.50,639,22.800,45.500,0.400
1984,P,JP,172.50,37.50,77.500,10,437,0
1984,P,JP,172.50,42.50,0,0,8,0
1984,P,JP,177.50,-7.50,0,0.500,58,0
1984,P,JP,177.50,-2.50,0,0,357.600,27.200
1984,P,JP,177.50,2.50,0,0.300,6966,21.800
1984,P,JP,177.50,7.50,0,8.100,3967.600,21.600
1984,P,JP,177.50,12.50,0,0,14,0
1984,P,JP,177.50,17.50,0,0,18.200,0
1984,P,JP,177.50,22.50,0,0,0.500,0
1984,P,JP,177.50,27.50,25.200,144.400,374.200,29
1984,P,JP,177.50,32.50,7.500,147.900,289.700,13.700
1984,P,JP,177.50,37.50,987.500,0.500,23.100,0
1984,P,JP,177.50,42.50,0,0,0,0
1984,P,JP,182.50,-7.50,0,0,4.500,0.500
1984,P,JP,182.50,-2.50,0,0,56.500,10
1984,P,JP,182.50,2.50,0,18.700,5207.800,15.100
1984,P,JP,182.50,7.50,0,9.200,2298.300,5.700
1984,P,JP,182.50,12.50,0,0,31,0
1984,P,JP,182.50,17.50,0,0,0,0
1984,P,JP,182.50,22.50,0,2,86,2
1984,P,JP,182.50,27.50,0,326.700,1505.300,208.600
1984,P,JP,182.50,32.50,20,29,27,0.100
1984,P,JP,182.50,37.50,0,0,0,0
1984,P,JP,187.50,-7.50,0,0,4,0
1984,P,JP,187.50,-2.50,0,0,111,0.200
1984,P,JP,187.50,2.50,0,93.300,10943.100,40
1984,P,JP,187.50,7.50,0,4,2936.900,5.400
1984,P,JP,187.50,12.50,0,0,1,0
1984,P,JP,187.50,17.50,0,3,92,0
1984,P,JP,187.50,22.50,0,0,65.500,2.300
1984,P,JP,187.50,27.50,0,57,738,15.800
1984,P,JP,187.50,37.50,0,0,0,0
1984,P,JP,187.50,42.50,0.300,0,0,0
1984,P,JP,192.50,-2.50,0,0,10,0
1984,P,JP,192.50,2.50,0,0,2277.500,5.100
1984,P,JP,192.50,7.50,0,6.200,2065.700,2.700
1984,P,JP,192.50,22.50,0,0,34,3
1984,P,JP,192.50,27.50,0,0,3.500,0
1984,P,JP,192.50,42.50,0.200,0,0,0
1984,P,JP,197.50,-2.50,0,0,0.300,0
1984,P,JP,197.50,2.50,0,0,144,0
1984,P,JP,197.50,7.50,0,16,253.200,13
1984,P,JP,197.50,22.50,0,20,45,2
1984,P,JP,197.50,42.50,0.800,0,0,0
1984,P,JP,202.50,17.50,0,49,12,3
1984,P,JP,202.50,42.50,0,0,0,0
1984,P,JP,207.50,2.50,0,0,3.200,0
1984,P,JP,207.50,7.50,0,0,1.500,0
1984,P,JP,207.50,12.50,0,0,1,0
1984,P,PG,147.50,-7.50,0,0,1038.446,159.055
1984,P,PG,147.50,-2.50,0,0,269.228,71.972
1984,P,PG,152.50,-7.50,0,0,212.160,45.148
1984,P,PG,152.50,-2.50,0,0,824.192,122.741
1984,P,SB,152.50,-7.50,0,0,11.420,0
1984,P,SB,157.50,-7.50,0,0,26051.013,295.881
1984,P,SB,162.50,-12.50,0,0,30.784,0
1984,P,SB,162.50,-7.50,0,0,3447.563,41.711
1984,P,TV,177.50,-17.50,0,0,59.752,2.227
1984,P,TV,182.50,-17.50,0,0,440.722,23.754
1984,P,TV,182.50,-12.50,0,0,13.175,0.557
1984,S,AU,152.50,-37.50,0,0,0,0
1984,S,ID,127.50,-2.50,0,102.372,2546.361,764.940
1984,S,ID,132.50,-2.50,0,102.384,2546.433,764.946
1984,S,ID,137.50,-2.50,0,307.164,7639.214,2294.941
1984,S,JP,132.50,2.50,0,1.265,14.480,10.255
1984,S,JP,132.50,7.50,0,144.759,6153.100,1276.438
1984,S,JP,132.50,12.50,0,4.090,395.643,55.265
1984,S,JP,132.50,32.50,0,0,0,0.100
1984,S,JP,132.50,37.50,0,0,0,0
1984,S,JP,137.50,2.50,0,534.228,7333.972,3112.210
1984,S,JP,137.50,7.50,0,727.448,15546.980,4061.966
1984,S,JP,137.50,12.50,0,2.672,60.286,52.043
1984,S,JP,137.50,27.50,0,5.200,40.500,136.300
1984,S,JP,137.50,32.50,0,66.124,2658.990,2305.856
1984,S,JP,142.50,-2.50,0,427.690,5841.078,3257.728
1984,S,JP,142.50,2.50,0,1307.364,16112.865,4819.074
1984,S,JP,142.50,7.50,0,530.381,7582.716,1668.003
1984,S,JP,142.50,12.50,0,0,0,0
1984,S,JP,142.50,27.50,0,1.600,60.800,46.900
1984,S,JP,142.50,32.50,0,134.900,8450.975,3313.625
1984,S,JP,142.50,37.50,0,16.700,6976.200,2405.700
1984,S,JP,142.50,42.50,0,2,148.100,14.800
1984,S,JP,147.50,-2.50,0,1128.263,10511.432,9788.199
1984,S,JP,147.50,2.50,0,1915.431,21542.858,6315.701
1984,S,JP,147.50,7.50,0,491.384,5870.616,1331.500
1984,S,JP,147.50,12.50,0,0,0,0
1984,S,JP,147.50,32.50,0,7.700,853.500,212.500
1984,S,JP,147.50,37.50,0,21,2907,196
1984,S,JP,147.50,42.50,0,0.300,181.500,0
1984,S,JP,152.50,-2.50,0,28.986,182.339,88.676
1984,S,JP,152.50,2.50,0,85.035,764.958,244.009
1984,S,JP,152.50,7.50,0,3.152,22.251,7.596
1984,S,JP,152.50,37.50,0,2,249.300,33.800
1984,S,JP,152.50,42.50,0,3,117.400,0
1984,S,JP,157.50,-2.50,0,0,0,0
1984,S,JP,157.50,2.50,0,0,0,0
1984,S,JP,157.50,7.50,0,0,0,0
1984,S,JP,157.50,32.50,0,0,1.400,7.500
1984,S,JP,162.50,2.50,0,0,0,0
1984,S,KR,132.50,2.50,0,0.061,21.718,2.121
1984,S,KR,137.50,2.50,0,36.015,669.323,250.672
1984,S,KR,137.50,7.50,0,12.313,371.189,78.968
1984,S,KR,142.50,-2.50,0,4.903,29.552,22.905
1984,S,KR,142.50,2.50,0,111.224,1602.686,577.993
1984,S,KR,142.50,7.50,0,39.360,627.176,174.747
1984,S,KR,147.50,-2.50,0,4.298,73.597,30.850
1984,S,KR,147.50,2.50,0,183.856,1593.728,695.488
1984,S,KR,147.50,7.50,0,1.562,42.861,5.769
1984,S,KR,152.50,-2.50,0,41.052,390.650,251.841
1984,S,KR,152.50,2.50,0,156.541,1653.859,614.159
1984,S,KR,152.50,7.50,0,0.644,1.580,2.557
1984,S,KR,157.50,-7.50,0,9.959,110.280,68.571
1984,S,KR,157.50,-2.50,0,169.327,1190.055,1062.311
1984,S,KR,157.50,2.50,0,64.453,708.894,351.155
1984,S,KR,162.50,-2.50,0,2.699,35.778,21.872
1984,S,MX,137.50,2.50,0,0,0,0
1984,S,MX,137.50,7.50,0,0,100.016,0
1984,S,MX,142.50,2.50,0,0,0,0
1984,S,MX,142.50,7.50,0,0,554.085,34.005
1984,S,MX,147.50,2.50,0,0,83.013,315.048
1984,S,MX,147.50,7.50,0,0,240.037,8.001
1984,S,MX,152.50,-7.50,0,0,15.002,0
1984,S,MX,152.50,-2.50,0,0,916.139,241.036
1984,S,MX,152.50,2.50,0,0,0,0
1984,S,MX,157.50,-12.50,0,0,0,0
1984,S,MX,157.50,-7.50,0,0,1188.180,685.105
1984,S,MX,157.50,-2.50,0,0,476.074,559.085
1984,S,MX,162.50,-7.50,0,0,55.009,60.009
1984,S,MX,162.50,-2.50,0,0,175.027,242.036
1984,S,MX,167.50,-7.50,0,0,288.043,120.019
1984,S,MX,167.50,-2.50,0,0,53.008,58.008
1984,S,MX,167.50,2.50,0,0,45.007,0
1984,S,MX,172.50,-7.50,0,0,74.011,16.002
1984,S,NZ,172.50,-37.50,0,0,30,0
1984,S,NZ,172.50,-32.50,0,0,165,0
1984,S,NZ,177.50,-37.50,0,0,3472,0
1984,S,NZ,177.50,-17.50,0,58.078,260.898,237.023
1984,S,NZ,182.50,-17.50,0,0.826,3.284,2.890
1984,S,PH,122.50,2.50,0,194.712,2325.353,1777.488
1984,S,PH,122.50,7.50,0,97.380,1162.590,888.705
1984,S,PH,127.50,2.50,0,292.068,3488.121,2666.181
1984,S,PH,127.50,7.50,0,97.356,1162.781,888.782
1984,S,PH,132.50,2.50,0,389.340,4650.825,3554.790
1984,S,PH,132.50,7.50,0,292.036,3488.112,2666.112
1984,S,PH,137.50,2.50,0,679.810,6115.002,6097.739
1984,S,PH,142.50,-2.50,0,1.680,9.569,9.751
1984,S,PH,147.50,-7.50,0,7.404,23.649,35.946
1984,S,PH,147.50,-2.50,0,23.093,90.618,121.289
1984,S,PH,152.50,-7.50,0,14.543,128,98.457
1984,S,PH,152.50,-2.50,0,78.211,318.103,438.686
1984,S,PH,157.50,-7.50,0,11.669,109.850,87.479
1984,S,PH,157.50,-2.50,0,0.574,7.001,5.424
1984,S,SB,157.50,-7.50,0,133.288,2156.855,2700.510
1984,S,SB,162.50,-7.50,0,8.980,248.030,199.343
1984,S,TW,137.50,-2.50,0,1.569,72.294,17.356
1984,S,TW,137.50,2.50,0,19.405,216.633,115.638
1984,S,TW,137.50,7.50,0,27.905,1029.266,237.436
1984,S,TW,142.50,-2.50,0,79.416,866.292,656.078
1984,S,TW,142.50,2.50,0,496.842,4535.500,2209.371
1984,S,TW,142.50,7.50,0,140.826,1341.227,510.131
1984,S,TW,147.50,-2.50,0,291.787,2424.617,1686.843
1984,S,TW,147.50,2.50,0,407.491,3573.517,1830.912
1984,S,TW,147.50,7.50,0,14.642,86.884,41.253
1984,S,TW,152.50,-2.50,0,22.032,150.097,109.568
1984,S,TW,152.50,2.50,0,0,119.852,15.919
1984,S,TW,152.50,7.50,0,0,59.926,7.959
1984,S,TW,157.50,-2.50,0,23.490,135.512,113.196
1984,S,TW,157.50,2.50,0,0,119.852,15.919
1984,S,TW,157.50,7.50,0,0,119.852,15.919
1984,S,US,132.50,2.50,0,0.266,2.479,2.655
1984,S,US,132.50,7.50,0,4.677,359.106,59.917
1984,S,US,132.50,12.50,0,0.036,2.868,0.695
1984,S,US,137.50,2.50,0,8.213,456.332,96.058
1984,S,US,137.50,7.50,0,57.864,2713.910,368.521
1984,S,US,137.50,12.50,0,0,0,0
1984,S,US,142.50,-2.50,0,11.198,338.947,90.655
1984,S,US,142.50,2.50,0,242.295,4588.697,1541.909
1984,S,US,142.50,7.50,0,220.644,9853.494,1060.061
1984,S,US,142.50,12.50,0,0.131,53.417,0.852
1984,S,US,147.50,-2.50,0,111.736,2527.599,1901.665
1984,S,US,147.50,2.50,0,672.466,6110.914,2976.924
1984,S,US,147.50,7.50,0,285.418,5645.831,957.560
1984,S,US,147.50,12.50,0,0,0,0
1984,S,US,152.50,-12.50,0,0,0,0
1984,S,US,152.50,-7.50,0,82.864,575.618,433.516
1984,S,US,152.50,-2.50,0,774.670,6448.457,6654.070
1984,S,US,152.50,2.50,0,403.238,4066.661,2312.810
1984,S,US,152.50,7.50,0,13.849,347.971,50.978
1984,S,US,157.50,-17.50,0,3.130,11.825,12.246
1984,S,US,157.50,-12.50,0,0,0,0
1984,S,US,157.50,-7.50,0,310.786,1853.120,1629.790
1984,S,US,157.50,-2.50,0,1493.277,7981.157,7233.962
1984,S,US,157.50,2.50,0,120.638,653.382,432.582
1984,S,US,157.50,7.50,0,0,0,0
1984,S,US,162.50,-12.50,0,0,0,0
1984,S,US,162.50,-7.50,0,771.835,4783.047,3200.507
1984,S,US,162.50,-2.50,0,936.329,4445.927,3739.749
1984,S,US,162.50,2.50,0,30.478,353.720,203.704
1984,S,US,162.50,7.50,0,0,0,0
1984,S,US,167.50,-12.50,0,2.459,12.934,9.109
1984,S,US,167.50,-7.50,0,2708.218,18355.774,10293.303
1984,S,US,167.50,-2.50,0,1117.598,5905.526,3856.079
1984,S,US,167.50,2.50,0,58.138,372.953,181.310
1984,S,US,167.50,7.50,0,0,0,0
1984,S,US,172.50,-12.50,0,148.618,1009.334,591.850
1984,S,US,172.50,-7.50,0,1328.127,8835.067,4958.616
1984,S,US,172.50,-2.50,0,411.460,2162.893,1511.444
1984,S,US,172.50,2.50,0,39.763,243.401,112.436
1984,S,US,172.50,7.50,0,0,0,0
1984,S,US,177.50,-12.50,0,18.428,80.968,73.805
1984,S,US,177.50,-7.50,0,155.122,852.695,487.883
1984,S,US,177.50,-2.50,0,2.696,17.290,10.014
1984,S,US,177.50,2.50,0,0.364,15.686,1.149
1984,S,US,177.50,7.50,0,0,0,0
1984,S,US,182.50,-17.50,0,0,0,0
1984,S,US,182.50,-12.50,0,18.567,130.948,57.084
1984,S,US,182.50,-7.50,0,0.876,2.985,2.439
1984,S,US,182.50,-2.50,0,0,0,0
1984,S,US,182.50,2.50,0,0,0,0
1984,S,US,182.50,7.50,0,0.929,68.044,14.527
1984,S,US,182.50,12.50,0,0,0,0
1984,S,US,187.50,-17.50,0,0.809,4.737,3.453
1984,S,US,187.50,-12.50,0,0,0,0
1984,S,US,187.50,-7.50,0,0,0,0
1984,S,US,187.50,-2.50,0,0.104,2.709,10.787
1984,S,US,187.50,2.50,0,0,0,0
1984,S,US,187.50,7.50,0,0,0,0
1984,S,US,187.50,12.50,0,0,0,0
1984,S,US,192.50,-12.50,0,0,0,0
1984,S,US,192.50,-7.50,0,0,0,0
1984,S,US,192.50,-2.50,0,0,0,0
1984,S,US,192.50,2.50,0,0,0,0
1984,S,US,197.50,-7.50,0,0,0,0
1984,S,US,197.50,-2.50,0,0,0,0
1984,S,US,197.50,2.50,0,0,0,0
1984,S,US,197.50,7.50,0,0,0,0
1984,S,US,202.50,-7.50,0,0,0,0
1984,S,US,202.50,-2.50,0,0,0,0
1984,S,US,202.50,2.50,0,0,0,0
1984,S,US,202.50,7.50,0,0,0,0
1984,S,US,202.50,12.50,0,0,0,0
1984,S,US,207.50,-2.50,0,0,0,0
1984,S,US,207.50,2.50,0,0,0,0
1984,S,US,207.50,7.50,0,0,0,0
1984,T,NZ,167.50,-47.50,2.240,0,0,0
1984,T,NZ,167.50,-42.50,586.828,0,0,0
1984,T,NZ,172.50,-42.50,2073.303,0,0,0
