yy,gear,flag,lond,latd,alb_mt,bet_mt,skj_mt,yft_mt
2012,L,TW,222.50,-32.50,54.898,1.286,0,0.870
2012,L,TW,222.50,-27.50,11.046,0.465,0,0
2012,L,TW,222.50,-17.50,11.888,2.144,0,0.185
2012,L,TW,222.50,-12.50,9.019,8.834,0.136,4.565
2012,L,TW,222.50,-7.50,1.685,6.666,0.021,4.990
2012,L,TW,227.50,-32.50,164.513,6.121,0.033,3.221
2012,L,TW,227.50,-27.50,129.431,2.504,3.372,2.301
2012,L,TW,227.50,-22.50,164.900,13.547,0.596,3.342
2012,L,TW,227.50,-17.50,780.916,66.974,0.526,28.470
2012,L,TW,227.50,-12.50,65.957,71.792,0.319,40.430
2012,L,TW,227.50,-7.50,9.256,38.332,0.203,19.341
2012,L,US,187.50,-17.50,301.978,13.757,12.697,40.091
2012,L,US,187.50,-12.50,659.344,24.474,52.305,60.132
2012,L,US,187.50,12.50,2.848,10.221,0.755,0.735
2012,L,US,187.50,17.50,2.143,0.201,0.322,0.060
2012,L,US,187.50,22.50,3.650,5.716,0.334,0.826
2012,L,US,187.50,27.50,1.781,16.536,0.050,1.321
2012,L,US,192.50,-17.50,200.558,6.379,8.928,18.699
2012,L,US,192.50,-12.50,1746.777,91.133,186.461,190.284
2012,L,US,192.50,-7.50,92.258,25.153,3.611,9.777
2012,L,US,192.50,12.50,63.378,677.230,35.555,65.364
2012,L,US,192.50,17.50,113.462,157.101,11.396,52.239
2012,L,US,192.50,22.50,33.801,138.416,11.081,34.416
2012,L,US,192.50,27.50,19.869,92.259,2.090,17.406
2012,L,US,192.50,32.50,1.287,27.680,0.030,1.722
2012,L,US,197.50,-17.50,21.215,2.352,0.674,2.390
2012,L,US,197.50,-12.50,102.795,22.136,2.291,8.686
2012,L,US,197.50,-7.50,32.135,17.882,10.746,12.232
2012,L,US,197.50,-2.50,0,0.598,0.300,0.064
2012,L,US,197.50,2.50,0.976,40.386,1.670,38.176
2012,L,US,197.50,7.50,0.280,52.508,2.937,51.131
2012,L,US,197.50,12.50,10.897,125.380,8.495,21.409
2012,L,US,197.50,17.50,170.509,579.851,47.468,196.720
2012,L,US,197.50,22.50,29.696,384.183,40.264,69.245
2012,L,US,197.50,27.50,24.739,230.120,7.245,34.418
2012,L,US,197.50,32.50,4.063,82.020,0.147,5.663
2012,L,US,197.50,37.50,0.714,0.875,0,0.050
2012,L,US,202.50,-17.50,0.650,0.374,0.026,0
2012,L,US,202.50,-12.50,111.110,6.659,1.435,17.221
2012,L,US,202.50,-7.50,11.323,1.571,0.360,4.141
2012,L,US,202.50,17.50,17.098,187.136,13.556,91.332
2012,L,US,202.50,22.50,7.641,526.403,17.634,51.238
2012,L,US,202.50,27.50,11.703,464.670,12.652,47.471
2012,L,US,202.50,32.50,12.767,286.400,0.151,5.578
2012,L,US,202.50,37.50,3.753,1.620,0,0.040
2012,L,US,207.50,17.50,0.673,87.909,5.111,7.703
2012,L,US,207.50,22.50,2.996,202.642,9.998,14.424
2012,L,US,207.50,27.50,14.128,417.354,5.348,23.593
2012,L,US,207.50,32.50,5.021,194.636,0.170,5.311
2012,L,VN,112.50,12.50,0,940.248,0,3114
2012,L,VN,112.50,17.50,0,940.248,0,3114
2012,L,VN,117.50,12.50,0,940.248,0,3114
2012,L,VN,117.50,17.50,0,940.248,0,3114
2012,L,VU,142.50,32.50,3.582,0.308,0.148,0.317
2012,L,VU,147.50,-2.50,0,2.890,0.045,1.221
2012,L,VU,147.50,32.50,2.227,0.384,0.053,0.177
2012,L,VU,152.50,17.50,0,1.367,0,0
2012,L,VU,152.50,32.50,2.136,2.175,0,0.063
2012,L,VU,157.50,-22.50,0.797,0,0,0.916
2012,L,VU,157.50,-17.50,6.407,0.480,0.036,2.136
2012,L,VU,157.50,-12.50,242.668,28.930,0.831,136.983
2012,L,VU,157.50,-2.50,0,0.192,0,0
2012,L,VU,157.50,17.50,0.116,0,0,0
2012,L,VU,157.50,27.50,0.415,0.395,0,0.186
2012,L,VU,157.50,32.50,40.337,7.193,0,0.561
2012,L,VU,162.50,-32.50,54.215,4.957,0,0
2012,L,VU,162.50,-27.50,45.831,1.981,0,0.807
2012,L,VU,162.50,-17.50,17.241,2.479,0,5.211
2012,L,VU,162.50,-12.50,280.833,52.197,0.635,195.044
2012,L,VU,162.50,-7.50,122.045,44.504,0.024,139.791
2012,L,VU,162.50,-2.50,0.326,1.752,0,1.068
2012,L,VU,162.50,27.50,22.262,5.774,0,0.201
2012,L,VU,162.50,32.50,4.090,3.370,0,0.093
2012,L,VU,167.50,-32.50,22.905,2.701,0,0
2012,L,VU,167.50,-22.50,26.822,6.371,0.012,14.748
2012,L,VU,167.50,-17.50,271.455,34.984,0.519,138.374
2012,L,VU,167.50,-12.50,131.282,16.628,0.967,67.910
2012,L,VU,167.50,-7.50,180.450,57.245,0.518,209.283
2012,L,VU,167.50,-2.50,4.218,1.389,0.006,9.111
2012,L,VU,167.50,27.50,4.532,3.148,0,0.166
2012,L,VU,167.50,32.50,28.138,11.889,0,0.905
2012,L,VU,167.50,37.50,0.178,0.255,0,0
2012,L,VU,172.50,-32.50,4.902,0.606,0,0
2012,L,VU,172.50,-27.50,71.994,4.088,0,1.378
2012,L,VU,172.50,-22.50,7.987,0.439,0.016,1.944
2012,L,VU,172.50,-17.50,61.412,4.250,0.326,21.631
2012,L,VU,172.50,-12.50,152.421,29.287,0.140,70.475
2012,L,VU,172.50,-7.50,172.849,99.322,2.709,134.619
2012,L,VU,172.50,-2.50,4.517,9.381,0,19.398
2012,L,VU,172.50,2.50,2.598,1.097,0,0.929
2012,L,VU,172.50,27.50,0,0,0,0
2012,L,VU,177.50,-27.50,19.882,0.734,0,1.010
2012,L,VU,177.50,-22.50,3.061,0.249,0,0.498
2012,L,VU,177.50,-17.50,0.973,0.107,0,0.036
2012,L,VU,177.50,-12.50,0.338,0,0,0.024
2012,L,VU,177.50,-7.50,4.056,38.955,0.685,10.762
2012,L,VU,177.50,-2.50,6.383,15.006,1.002,6.588
2012,L,VU,177.50,2.50,0.552,10.384,0.155,1.328
2012,L,VU,177.50,7.50,1.241,9.516,0,4.787
2012,L,VU,177.50,12.50,0.997,5.450,0,1.753
2012,L,VU,177.50,37.50,0.987,0,0,0
2012,L,VU,182.50,-27.50,0,0,0,0
2012,L,VU,182.50,-12.50,5.147,4.844,0,1.231
2012,L,VU,182.50,-7.50,77.571,115.522,3.874,64.205
2012,L,VU,182.50,-2.50,2.543,7.022,0.036,3.505
2012,L,VU,182.50,7.50,0.686,7.357,0,0.361
2012,L,VU,182.50,12.50,13.412,33.905,0,2.323
2012,L,VU,182.50,17.50,35.391,7.641,0,1.924
2012,L,VU,182.50,22.50,1.869,0.203,0,0.253
2012,L,VU,182.50,32.50,2.188,3.896,0,3.360
2012,L,VU,182.50,37.50,18.034,1.352,0,0
2012,L,VU,187.50,-32.50,5.932,1.008,0,0.225
2012,L,VU,187.50,-27.50,78.380,13.741,0,4.176
2012,L,VU,187.50,-22.50,0.475,0.095,0,0.172
2012,L,VU,187.50,-17.50,0,0,0,0
2012,L,VU,187.50,-12.50,0,0,0,0
2012,L,VU,187.50,-7.50,0.201,1.346,0,0.170
2012,L,VU,187.50,-2.50,0.091,0.981,0,0.572
2012,L,VU,187.50,2.50,0.134,0.474,0.047,1.186
2012,L,VU,187.50,7.50,0.074,0.418,0,0
2012,L,VU,187.50,12.50,2.899,8.539,0.249,1.894
2012,L,VU,187.50,17.50,10.110,4.356,0,1.768
2012,L,VU,187.50,22.50,12.884,13.371,0,3.893
2012,L,VU,187.50,27.50,7.687,0.539,0,0.030
2012,L,VU,187.50,32.50,16.409,13.373,0,8.885
2012,L,VU,187.50,37.50,15.819,0,0,0
2012,L,VU,192.50,-32.50,0,0,0,0
2012,L,VU,192.50,-27.50,184.317,24.109,0,3.161
2012,L,VU,192.50,-22.50,8.495,1.246,0,3.155
2012,L,VU,192.50,-17.50,31.726,2.147,0,8.218
2012,L,VU,192.50,-12.50,437.107,38.761,51.431,47.845
2012,L,VU,192.50,-7.50,102.200,46.993,25.068,36.772
2012,L,VU,192.50,-2.50,0.765,23.302,0.018,1.428
2012,L,VU,192.50,2.50,0.261,0.962,0.415,0.676
2012,L,VU,192.50,17.50,0.261,0.356,0,0.498
2012,L,VU,192.50,27.50,19.746,8.263,0,6.681
2012,L,VU,192.50,32.50,84.467,15.266,0,11.146
2012,L,VU,192.50,37.50,26.777,0.472,0,0.057
2012,L,VU,197.50,-32.50,0,0,0,0
2012,L,VU,197.50,-27.50,102.732,3.111,0,0.440
2012,L,VU,197.50,-22.50,20.003,0.995,0,0.495
2012,L,VU,197.50,-17.50,406.388,45.705,7.902,46.916
2012,L,VU,197.50,-12.50,1137.209,154.176,96.998,164.677
2012,L,VU,197.50,-7.50,208.997,62.388,54.836,60.665
2012,L,VU,197.50,-2.50,0.073,0.840,0.042,0.756
2012,L,VU,197.50,2.50,0.555,16.336,0,1.791
2012,L,VU,197.50,17.50,1.202,0.460,0,0.432
2012,L,VU,197.50,27.50,39.868,9.859,0,3.446
2012,L,VU,197.50,32.50,60.313,29.167,0,5.024
2012,L,VU,197.50,37.50,147.157,0.674,0,0
2012,L,VU,202.50,-32.50,1.973,3.930,0,0.083
2012,L,VU,202.50,-27.50,31.573,1.136,0,0.591
2012,L,VU,202.50,-22.50,27.097,0.580,0,0.951
2012,L,VU,202.50,-17.50,123.272,9.251,0.814,7.232
2012,L,VU,202.50,-12.50,823.731,140.286,45.252,167.951
2012,L,VU,202.50,-7.50,188.213,40.483,6.152,47.659
2012,L,VU,202.50,-2.50,1.847,10.471,0,3.451
2012,L,VU,202.50,2.50,0.106,14.024,0,4.189
2012,L,VU,202.50,7.50,0,0,0,0
2012,L,VU,202.50,27.50,5.468,1.973,0,0.679
2012,L,VU,202.50,32.50,178.593,25.448,0,4.990
2012,L,VU,202.50,37.50,408.131,3.196,0,0.115
2012,L,VU,207.50,-37.50,0.064,0.077,0,0
2012,L,VU,207.50,-32.50,39.935,9.303,0,2.812
2012,L,VU,207.50,-27.50,49.375,35.628,0,0.750
2012,L,VU,207.50,-17.50,0.392,0,0,0
2012,L,VU,207.50,-12.50,44.274,87.786,0,39.706
2012,L,VU,207.50,-7.50,10.184,75.607,0.125,17.244
2012,L,VU,207.50,-2.50,0.592,24.745,0,10.507
2012,L,VU,207.50,2.50,0.074,4.968,0,3.146
2012,L,VU,207.50,7.50,0,0,0,2.450
2012,L,VU,207.50,27.50,6.249,2.992,0,0.451
2012,L,VU,207.50,32.50,487.372,47.224,0,3.293
2012,L,VU,207.50,37.50,29.107,0.171,0,0
2012,L,VU,212.50,-37.50,0.019,0,0,0
2012,L,VU,212.50,-32.50,17.835,0.728,0,0.107
2012,L,VU,212.50,-27.50,14.177,6.679,0,1.868
2012,L,VU,212.50,-12.50,1.988,0.695,0,0.902
2012,L,VU,212.50,-7.50,24.171,56.682,0,26.072
2012,L,VU,217.50,-42.50,16.378,0,0,0
2012,L,VU,217.50,-37.50,0.354,0,0,0
2012,L,VU,217.50,-32.50,33.861,0.177,0,0
2012,L,VU,217.50,-17.50,0,0,0,0
2012,L,VU,217.50,-12.50,0,0,0,0
2012,L,VU,217.50,-7.50,0.942,2.868,0,0.374
2012,L,VU,222.50,-42.50,5.204,0,0,0
2012,L,VU,222.50,-37.50,11.947,0.079,0,0
2012,L,VU,222.50,-32.50,183.289,3.781,0,0.114
2012,L,VU,222.50,-27.50,177.002,9.630,0,1.230
2012,L,VU,222.50,-12.50,2.590,12.390,0,2.736
2012,L,VU,222.50,-7.50,7.297,10.441,0,0.101
2012,L,VU,227.50,-42.50,22.293,1.006,0,0.449
2012,L,VU,227.50,-37.50,14.943,0.564,0,0
2012,L,VU,227.50,-32.50,299.954,7.803,0,0.952
2012,L,VU,227.50,-27.50,183.511,3.800,0,2.130
2012,L,VU,227.50,-22.50,12.993,3.696,0,1.632
2012,L,VU,227.50,-17.50,140.971,33.772,0,5.881
2012,L,VU,227.50,-12.50,63.095,98.978,0.093,4.873
2012,L,VU,227.50,-7.50,35.381,45.350,0.083,5.321
2012,L,WS,187.50,-17.50,60.029,1.210,1.195,8.365
2012,L,WS,187.50,-12.50,1906.416,65.977,35.995,284.347
2012,P,ID,122.50,-7.50,0,181.740,10085.712,3063.060
2012,P,ID,122.50,-2.50,0,363.420,20171.340,6126.120
2012,P,ID,122.50,2.50,0,181.716,10085.808,3063.180
2012,P,ID,127.50,-2.50,0,363.432,20171.388,6126.132
2012,P,ID,127.50,2.50,0,363.384,20171.340,6126.120
2012,P,ID,132.50,-2.50,0,363.420,20171.376,6126.192
2012,P,JP,122.50,27.50,0,0,0,0
2012,P,JP,127.50,22.50,0,0,3,5
2012,P,JP,127.50,27.50,43.400,232.600,6820.400,1458.300
2012,P,JP,127.50,32.50,16.700,12.100,3295.500,388.900
2012,P,JP,132.50,12.50,0,0,21.800,0
2012,P,JP,132.50,17.50,0,0,0.100,0
2012,P,JP,132.50,22.50,0,0.100,8.400,6
2012,P,JP,132.50,27.50,9.300,34.300,1523.425,309.900
2012,P,JP,132.50,32.50,25.500,17.800,2921.200,556.900
2012,P,JP,137.50,2.50,0,0,2.500,0
2012,P,JP,137.50,7.50,0,0.100,9,0
2012,P,JP,137.50,12.50,0,0,4,0
2012,P,JP,137.50,17.50,0,0,0,0
2012,P,JP,137.50,22.50,0,2,19.800,4.900
2012,P,JP,137.50,27.50,16.200,33.800,1144.700,28.600
2012,P,JP,137.50,32.50,11.292,31.988,2756.224,373.536
2012,P,JP,142.50,2.50,0,2,177.600,1.500
2012,P,JP,142.50,7.50,0,0.100,42.500,0
2012,P,JP,142.50,12.50,0,1.100,33.100,1.300
2012,P,JP,142.50,17.50,0,0,113,0.100
2012,P,JP,142.50,22.50,0,19.200,280,101
2012,P,JP,142.50,27.50,14.300,71.400,2336.900,111.700
2012,P,JP,142.50,32.50,4858.700,614,1675.400,132.600
2012,P,JP,142.50,37.50,323.700,68.300,1218.700,1.600
2012,P,JP,142.50,42.50,0,0,6.100,0
2012,P,JP,147.50,2.50,0,0.100,6,0.800
2012,P,JP,147.50,7.50,0,1.200,121.500,1.600
2012,P,JP,147.50,12.50,0,0,155,0
2012,P,JP,147.50,17.50,0,0,406.500,1.500
2012,P,JP,147.50,22.50,0,3.700,535.900,0.800
2012,P,JP,147.50,27.50,0,0,3,24.500
2012,P,JP,147.50,32.50,7022.600,169.800,697.100,5.100
2012,P,JP,147.50,37.50,7354.800,119.800,4694,9.800
2012,P,JP,147.50,42.50,14.800,0,783.700,0
2012,P,JP,152.50,2.50,0,0,17.900,0.200
2012,P,JP,152.50,7.50,0,1.500,345.800,1.100
2012,P,JP,152.50,12.50,0,1,379.500,1.500
2012,P,JP,152.50,17.50,0,8,771.800,5.300
2012,P,JP,152.50,22.50,1,19.100,1199.600,20.200
2012,P,JP,152.50,27.50,0,0,0,0
2012,P,JP,152.50,32.50,5765.200,205.200,1131.800,14.500
2012,P,JP,152.50,37.50,4140.400,287.300,3056.300,17.200
2012,P,JP,152.50,42.50,53.600,0,7567.200,0.500
2012,P,JP,152.50,47.50,0,0,4.500,0
2012,P,JP,157.50,-37.50,15,0,606.900,0
2012,P,JP,157.50,-32.50,0,0,37.500,0
2012,P,JP,157.50,-2.50,0,0,0.600,0.100
2012,P,JP,157.50,2.50,0,0,170.600,0
2012,P,JP,157.50,7.50,0,0.600,682.300,4.500
2012,P,JP,157.50,12.50,0,5.900,1954,12.700
2012,P,JP,157.50,17.50,0,6,1968.400,10.900
2012,P,JP,157.50,22.50,0,0.300,71.800,3.900
2012,P,JP,157.50,32.50,762,1.500,3,0
2012,P,JP,157.50,37.50,542.600,80.800,679.300,4.100
2012,P,JP,157.50,42.50,812,0,1004.400,2.500
2012,P,JP,162.50,-37.50,0,0,7.200,0
2012,P,JP,162.50,-32.50,0,0,1,0
2012,P,JP,162.50,-12.50,0,0,32.200,0.300
2012,P,JP,162.50,-7.50,0,5.300,15.200,2.800
2012,P,JP,162.50,-2.50,0,4,46,5.100
2012,P,JP,162.50,2.50,0,4.200,96,1
2012,P,JP,162.50,7.50,0,0.700,1065.900,1
2012,P,JP,162.50,12.50,0,1.300,632.100,4
2012,P,JP,162.50,17.50,0,0,1741.900,5.400
2012,P,JP,162.50,22.50,0,0,104,0
2012,P,JP,162.50,32.50,18.500,34,3,0
2012,P,JP,162.50,37.50,0,0,0,0
2012,P,JP,162.50,42.50,2002.200,2,556.200,0
2012,P,JP,167.50,-17.50,0,0,2.400,0
2012,P,JP,167.50,-12.50,0,0.200,18.700,0.400
2012,P,JP,167.50,-7.50,0,0.100,26,0.500
2012,P,JP,167.50,-2.50,0,0,9,0
2012,P,JP,167.50,2.50,0,0,80.500,1.600
2012,P,JP,167.50,7.50,0,0.100,1280.600,5.400
2012,P,JP,167.50,12.50,0,0,292.200,0
2012,P,JP,167.50,17.50,0,0.100,54.900,0
2012,P,JP,167.50,32.50,0,0,4,0
2012,P,JP,167.50,37.50,0,0,0,0
2012,P,JP,167.50,42.50,395.700,0,645.900,0
2012,P,JP,172.50,-12.50,0,0,56.500,0
2012,P,JP,172.50,-7.50,0,0,35.100,2
2012,P,JP,172.50,-2.50,0,0,17.200,8.600
2012,P,JP,172.50,2.50,0,1,566.200,6.500
2012,P,JP,172.50,7.50,0,1.100,574.200,1
2012,P,JP,172.50,12.50,0,0,701.900,0.500
2012,P,JP,172.50,37.50,0,0,6,0
2012,P,JP,172.50,42.50,1094,0,1589.500,0
2012,P,JP,177.50,-12.50,0,0,0,0
2012,P,JP,177.50,-7.50,0,0,33.200,1.400
2012,P,JP,177.50,-2.50,0,0,0,0
2012,P,JP,177.50,2.50,0,0,0,0
2012,P,JP,177.50,7.50,0,0,4,0
2012,P,JP,177.50,37.50,0,0,1,0
2012,P,JP,177.50,42.50,10.500,0,3418.900,0
2012,P,JP,182.50,-7.50,0,0.100,0.400,0.100
2012,P,JP,182.50,-2.50,0,0.100,7.900,0
2012,P,SB,157.50,-7.50,0,0.334,1904.741,230.758
2012,P,VU,187.50,-2.50,0,0,1.500,0
2012,P,VU,192.50,-2.50,0,0,0.500,0
2012,P,VU,197.50,2.50,0,0,13,0
2012,P,VU,197.50,7.50,0,0,1,0
2012,P,VU,202.50,-2.50,0,0,0.500,0
2012,P,VU,202.50,2.50,0,0,0.500,2
2012,P,VU,202.50,7.50,0,0,1,2.400
2012,P,VU,207.50,-2.50,0,0,0,2
2012,P,VU,207.50,2.50,0,0,4.500,3
2012,P,VU,207.50,7.50,0,0,5.600,7.200
2012,S,CN,142.50,-2.50,0,0,391.787,93.717
2012,S,CN,142.50,2.50,0,10.332,214.761,56.248
2012,S,CN,147.50,-2.50,0,47.903,1823.967,168.483
2012,S,CN,147.50,2.50,0,76.193,2921.478,587.583
2012,S,CN,147.50,7.50,0,0.291,5.090,0.843
2012,S,CN,152.50,-7.50,0,10.234,303.366,57.372
2012,S,CN,152.50,-2.50,0,285.006,5624.011,3130.056
2012,S,CN,152.50,2.50,0,160.255,6399.366,873.684
2012,S,CN,152.50,7.50,0,0,541.524,0
2012,S,CN,152.50,12.50,0,0.042,23.207,0.404
2012,S,CN,157.50,-7.50,0,0.054,1404.452,10.923
2012,S,CN,157.50,-2.50,0,220.417,4462.470,1290.045
2012,S,CN,157.50,2.50,0,114.247,1985.369,423.756
2012,S,CN,157.50,7.50,0,6.326,52.458,3.461
2012,S,CN,162.50,-7.50,0,13.137,138.508,48.781
2012,S,CN,162.50,-2.50,0,45.404,1585.198,186.930
2012,S,CN,162.50,2.50,0,107.214,1580.850,338.604
2012,S,CN,162.50,7.50,0,22.256,981.309,60.805
2012,S,CN,167.50,-7.50,0,15.401,140.133,49.871
2012,S,CN,167.50,-2.50,0,334.543,4725.048,1545.746
2012,S,CN,167.50,2.50,0,92.792,912.271,134.004
2012,S,CN,172.50,-2.50,0,34.554,1569.973,439.576
2012,S,CN,172.50,2.50,0,0.661,9.954,1.834
2012,S,CN,177.50,-2.50,0,0,220.392,31.074
2012,S,CN,177.50,2.50,0,0,0,0
2012,S,EC,172.50,-7.50,0,14.757,130.133,10.280
2012,S,EC,172.50,-2.50,0,24.691,149.579,29.600
2012,S,EC,177.50,-7.50,0,38.700,149.499,50.781
2012,S,EC,177.50,-2.50,0,277.570,1312.463,316.171
2012,S,EC,182.50,-7.50,0,144.613,584.552,111.240
2012,S,EC,182.50,-2.50,0,16.548,80.303,17.546
2012,S,EC,187.50,-7.50,0,170.233,804.255,180.783
2012,S,EC,187.50,-2.50,0,182.345,777.258,167.355
2012,S,EC,187.50,2.50,0,71.806,190.202,86.839
2012,S,EC,187.50,7.50,0,10.270,41.008,8.751
2012,S,EC,192.50,-7.50,0,248.041,989.994,193.600
2012,S,EC,192.50,-2.50,0,335.218,1112.814,283.743
2012,S,EC,197.50,2.50,0,17.580,79.959,38.374
2012,S,EC,202.50,-12.50,0,54.086,87.394,17.087
2012,S,EC,202.50,-7.50,0,142.777,538.002,104.125
2012,S,EC,202.50,-2.50,0,477.731,2004.485,208.894
2012,S,EC,202.50,2.50,0,270.379,281.201,171.031
2012,S,EC,202.50,7.50,0,21.918,49.564,13.464
2012,S,EC,207.50,-12.50,0,22.421,48.440,9.555
2012,S,EC,207.50,-7.50,0,561.168,860.610,116.315
2012,S,EC,207.50,-2.50,0,1040.142,2584.936,813.664
2012,S,EC,207.50,2.50,0,9.978,11.613,6.725
2012,S,EC,212.50,-12.50,0,15.284,35.452,13.822
2012,S,EC,212.50,-7.50,0,224.203,534.835,147.056
2012,S,EC,217.50,-7.50,0,112.075,241.432,56.497
2012,S,EC,222.50,-7.50,0,90.748,246.464,52.412
2012,S,EC,227.50,-7.50,0,93.120,202.186,53.541
2012,S,ES,167.50,-2.50,0,4.473,92.342,5.702
2012,S,ES,167.50,2.50,0,0,54.463,104.439
2012,S,ES,172.50,-2.50,0,38.139,348.816,95.903
2012,S,ES,172.50,2.50,0,322.329,1141.031,89.773
2012,S,ES,172.50,7.50,0,0,0,0
2012,S,ES,177.50,-2.50,0,318.794,1536.063,495.864
2012,S,ES,177.50,2.50,0,252.124,954.452,156.903
2012,S,ES,177.50,7.50,0,29.344,55.185,4.662
2012,S,ES,182.50,-7.50,0,69.060,619.140,77.602
2012,S,ES,182.50,-2.50,0,200.645,1219.900,323.269
2012,S,ES,182.50,2.50,0,411.207,823.993,163.131
2012,S,ES,182.50,7.50,0,222.507,541.124,44.203
2012,S,ES,187.50,-7.50,0,85.229,424.797,69.195
2012,S,ES,187.50,-2.50,0,193.562,1031.299,25.845
2012,S,ES,187.50,2.50,0,396.991,1593.977,582.212
2012,S,ES,187.50,7.50,0,70.586,116.893,25.757
2012,S,ES,192.50,-7.50,0,55.167,357.312,86.780
2012,S,ES,192.50,-2.50,0,346.021,1796.202,526.300
2012,S,ES,192.50,2.50,0,769.937,2267.147,936.476
2012,S,ES,192.50,7.50,0,32.161,122.053,23.141
2012,S,ES,197.50,-7.50,0,143.537,695.167,179.294
2012,S,ES,197.50,-2.50,0,340.990,2082.997,243.512
2012,S,ES,197.50,2.50,0,221.759,500.027,161.915
2012,S,ES,202.50,-7.50,0,15.365,78.288,13.991
2012,S,ES,202.50,-2.50,0,131.118,512.801,182.372
2012,S,ES,202.50,2.50,0,748.934,596.689,248.515
2012,S,ES,202.50,7.50,0,0,0,0
2012,S,ES,207.50,-12.50,0,0,0,0
2012,S,ES,207.50,-7.50,0,4.313,17.890,2.401
2012,S,ES,207.50,-2.50,0,105.274,441.560,152.332
2012,S,ES,207.50,2.50,0,315.448,641.949,246.152
2012,S,ES,207.50,7.50,0,2.529,5.619,2.104
2012,S,ES,212.50,-7.50,0,31.729,73.090,19.226
2012,S,ES,217.50,-7.50,0,2.529,5.722,2.001
2012,S,FM,132.50,2.50,0,0.156,41.683,0.714
2012,S,FM,132.50,7.50,0,0,0,0
2012,S,FM,137.50,17.50,0,0,0,0
2012,S,FM,142.50,2.50,0,1.080,74.841,4.928
2012,S,FM,142.50,7.50,0,0,446.796,0
2012,S,FM,142.50,12.50,0,0,0,0
2012,S,FM,142.50,17.50,0,0,0,0
2012,S,FM,147.50,-2.50,0,7.927,242.894,25.766
2012,S,FM,147.50,2.50,0,24.898,642.698,101.528
2012,S,FM,147.50,7.50,0,0.215,4.501,0.603
2012,S,FM,152.50,-7.50,0,0,0,0
2012,S,FM,152.50,-2.50,0,141.654,1725.426,880.714
2012,S,FM,152.50,2.50,0,135.361,1445.217,493.838
2012,S,FM,152.50,7.50,0,5.461,401.525,42.999
2012,S,FM,157.50,-7.50,0,128.800,1917.915,267.049
2012,S,FM,157.50,-2.50,0,129.364,2391.380,651.503
2012,S,FM,157.50,2.50,0,404.579,2952.923,690.264
2012,S,FM,157.50,7.50,0,73.718,1441.739,170.668
2012,S,FM,162.50,-7.50,0,78.638,2112.070,273.049
2012,S,FM,162.50,-2.50,0,93.874,615.610,130.921
2012,S,FM,162.50,2.50,0,109.626,1256.331,282.934
2012,S,FM,162.50,7.50,0,0.831,468.845,46.268
2012,S,FM,167.50,-7.50,0,30.739,745.682,61.856
2012,S,FM,167.50,-2.50,0,138.945,1772.448,480.030
2012,S,FM,167.50,2.50,0,176.314,1314.851,457.725
2012,S,FM,167.50,7.50,0,0,0,0
2012,S,FM,172.50,-7.50,0,18.021,273.819,43.259
2012,S,FM,172.50,-2.50,0,36.430,2137.372,385.700
2012,S,FM,172.50,2.50,0,24.973,109.897,56.615
2012,S,FM,172.50,7.50,0,5.803,66.798,21.014
2012,S,FM,177.50,-7.50,0,0,10.638,0
2012,S,FM,177.50,-2.50,0,4.862,2368.970,493.111
2012,S,FM,177.50,2.50,0,3.804,946.383,81.699
2012,S,FM,182.50,-2.50,0,0,249.849,133.119
2012,S,ID,127.50,-2.50,0,388.075,13811.537,5150.938
2012,S,ID,132.50,-2.50,0,388.026,13811.598,5150.952
2012,S,ID,137.50,-2.50,0,1163.965,41434.800,15452.976
2012,S,JP,122.50,27.50,0,0,0.599,0
2012,S,JP,122.50,32.50,0,0,0,0
2012,S,JP,127.50,27.50,0,0,15.907,3.700
2012,S,JP,127.50,32.50,0,0,551.194,5.301
2012,S,JP,127.50,37.50,0,0,0.200,0
2012,S,JP,132.50,2.50,0,1.629,394.668,86.702
2012,S,JP,132.50,12.50,0,0,17.421,5.579
2012,S,JP,132.50,27.50,0,0,31.099,2.300
2012,S,JP,132.50,32.50,0,0,40.498,0.601
2012,S,JP,132.50,37.50,0,0,305,0.100
2012,S,JP,137.50,2.50,0,4.747,113.158,36.095
2012,S,JP,137.50,7.50,0,23.585,834.635,56.779
2012,S,JP,137.50,12.50,0,0,0,0
2012,S,JP,137.50,32.50,0,38.237,1109.185,1055.653
2012,S,JP,137.50,37.50,0,0,0,0
2012,S,JP,142.50,-2.50,0,147.145,9496.600,797.252
2012,S,JP,142.50,2.50,0,384.583,17006.133,1260.284
2012,S,JP,142.50,7.50,0,139.233,5472.939,414.825
2012,S,JP,142.50,12.50,0,0,26.762,12.238
2012,S,JP,142.50,22.50,0,0,0,0
2012,S,JP,142.50,27.50,0,0,0,0
2012,S,JP,142.50,32.50,0,141.173,6922.154,559.796
2012,S,JP,142.50,37.50,0,134.200,754.698,4006.199
2012,S,JP,147.50,-2.50,0,208.405,9608.933,2174.660
2012,S,JP,147.50,2.50,0,1242.927,33853.686,5240.383
2012,S,JP,147.50,7.50,0,43.307,1866.459,180.232
2012,S,JP,147.50,12.50,0,0,0,0
2012,S,JP,147.50,32.50,0,26.499,441.600,16.700
2012,S,JP,147.50,37.50,0,21.500,2934.701,62.400
2012,S,JP,147.50,42.50,0,0,3,0
2012,S,JP,152.50,-12.50,0,5.993,48.837,51.170
2012,S,JP,152.50,-7.50,0,1.607,176.554,81.839
