yy,gear,flag,lond,latd,alb_mt,alb_no,bet_mt,bet_no,skj_mt,skj_no,yft_mt,yft_no
1968,P,JP,157.50,42.50,3842.484,0,2.559,0,10468.601,0,28.352,0
1968,P,JP,157.50,47.50,5.728,0,0,0,0,0,0,0
1968,P,JP,162.50,22.50,5.091,0,0.853,0,2317.731,0,98.668,0
1968,P,JP,162.50,27.50,0,0,0,0,55.448,0,0,0
1968,P,JP,162.50,32.50,0.233,0,10.404,0,230.456,0,3.402,0
1968,P,JP,162.50,37.50,1174.570,0,2.559,0,1736.219,0,65.779,0
1968,P,JP,162.50,42.50,984.247,0,0,0,1627.401,0,0,0
1968,Z,JP,132.50,2.50,0,0,0.002,0,0.983,339,0.014,2
1968,Z,JP,132.50,7.50,0,0,0.401,57,4.765,1588,29.833,1401
1968,Z,JP,137.50,2.50,0,0,0.483,69,1.297,432,1.819,268
1968,Z,JP,137.50,7.50,0,0,0.019,3,0.186,62,0.695,76
1968,Z,JP,137.50,32.50,0,0,91.632,0,3723.516,0,3443.928,0
1968,Z,JP,142.50,-2.50,0,0,0.054,8,7.778,2682,0.167,24
1968,Z,JP,142.50,2.50,0,0,10.106,1443,132.229,62477,166.865,10698
1968,Z,JP,142.50,32.50,0,0,91.500,0,3723.600,0,3444,0
1969,L,JP,107.50,12.50,0,0,5.019,115,0,0,6.150,166
1969,L,JP,112.50,7.50,1.077,75,324.395,7195,0,0,639.081,21467
1969,L,JP,112.50,12.50,0.100,6,373.951,8711,0.247,54,631.609,18693
1969,L,JP,112.50,17.50,0.029,2,79.382,1783,0.049,11,174.703,4868
1969,L,JP,117.50,2.50,0,0,9.874,219,0.018,4,75.748,2462
1969,L,JP,117.50,7.50,0.330,23,164.650,3652,0.054,12,283.007,9535
1969,L,JP,117.50,12.50,0.935,65,492.587,11509,0.876,195,1195.970,34875
1969,L,JP,117.50,17.50,0,0,100.444,2243,0.023,5,121.310,3383
1969,L,JP,122.50,2.50,0,0,67.289,1500,0.013,3,353.893,11417
1969,L,JP,122.50,7.50,0,0,2.299,51,0,0,2.646,86
1969,L,JP,122.50,12.50,0,0,23.185,525,0,0,19.917,726
1969,L,JP,122.50,17.50,3.160,220,20.829,462,0,0,59.227,1925
1969,L,JP,122.50,22.50,8.313,579,14.840,330,0.069,15,22.880,743
1969,L,JP,122.50,27.50,2.506,173,12.394,274,0.130,28,29.814,967
1969,L,JP,122.50,32.50,0.003,0,0,0,0,0,0.014,0
1969,L,JP,122.50,37.50,0,0,0.012,0,0,0,0,0
1969,L,JP,127.50,2.50,0.002,0,19.592,453,0.118,26,143.855,4399
1969,L,JP,127.50,7.50,0.552,38,77.009,1785,0.234,50,139.751,4336
1969,L,JP,127.50,12.50,42.298,2947,322.899,7510,0.583,129,472.466,15574
1969,L,JP,127.50,17.50,48.180,3355,26.805,612,0.691,154,97.678,3105
1969,L,JP,127.50,22.50,25.204,1756,17.538,396,1.442,324,79.934,2564
1969,L,JP,127.50,27.50,19.843,1382,112.113,2489,3.560,796,293.427,9556
1969,L,JP,127.50,32.50,0.045,3,0.005,0,0.002,0,0.112,4
1969,L,JP,132.50,2.50,1.306,90,45.681,1053,2.757,616,374.753,11747
1969,L,JP,132.50,7.50,5.483,379,103.310,2329,1.431,321,387.027,12492
1969,L,JP,132.50,12.50,64.175,4470,161.346,3887,3.039,680,355.085,13512
1969,L,JP,132.50,17.50,254.507,17725,63.739,1548,1.203,270,164.231,5799
1969,L,JP,132.50,22.50,49.339,3437,24.462,552,1.348,302,74.342,2307
1969,L,JP,132.50,27.50,656.646,45733,135.390,3040,4.139,927,289.330,9196
1969,L,JP,132.50,32.50,257.725,17949,65.326,1491,3.322,744,239.294,7521
1969,L,JP,132.50,37.50,0.019,1,0.011,0,0,0,0.023,0
1969,L,JP,137.50,-2.50,0,0,0.586,13,0,0,6.646,216
1969,L,JP,137.50,2.50,0.190,12,79.898,1791,0.799,179,204.469,6556
1969,L,JP,137.50,7.50,0.086,5,170.948,3890,1.492,334,374.472,11971
1969,L,JP,137.50,12.50,92.474,6441,216.166,4842,0.969,217,321.458,11221
1969,L,JP,137.50,17.50,210.652,14672,62.307,1507,2.226,498,179.238,6910
1969,L,JP,137.50,22.50,36.398,2533,11.331,261,1.366,305,68.191,2126
1969,L,JP,137.50,27.50,758.565,52832,118.406,2647,1.008,226,67.417,2097
1969,L,JP,137.50,32.50,1474.972,102726,433.270,9659,12.029,2697,145.816,4555
1969,L,JP,137.50,37.50,0.023,2,0.007,0,0.067,15,0.008,0
1969,L,JP,142.50,-12.50,2.860,141,2.023,44,0.223,50,84.479,2534
1969,L,JP,142.50,-2.50,1.170,81,5.668,142,0.424,95,70.720,3191
1969,L,JP,142.50,2.50,1.994,136,318.201,7625,1.710,384,1365.037,53445
1969,L,JP,142.50,7.50,1.367,94,487.975,11852,1.989,447,792.243,32371
1969,L,JP,142.50,12.50,10.550,735,32.472,790,0.441,98,58.214,1940
1969,L,JP,142.50,17.50,15.136,1053,18.062,422,0.520,117,49.785,1744
1969,L,JP,142.50,22.50,24.988,1740,35.032,995,2.290,512,116.929,3657
1969,L,JP,142.50,27.50,470.570,32774,246.646,7183,1.546,347,248.811,6989
1969,L,JP,142.50,32.50,987.691,68789,495.279,11695,6.156,1379,73.442,2095
1969,L,JP,142.50,37.50,26.022,1811,21.020,477,0.254,56,6.366,198
1969,L,JP,142.50,42.50,0,0,0.180,4,2.364,530,0.065,2
1969,L,JP,147.50,-52.50,0,0,0,0,0,0,0,0
1969,L,JP,147.50,-47.50,1.622,113,0,0,0,0,0.093,3
1969,L,JP,147.50,-42.50,22.111,1540,0.855,19,0.152,34,2.461,80
1969,L,JP,147.50,-37.50,3.063,251,12.201,223,0,0,7.142,243
1969,L,JP,147.50,-17.50,19.456,995,63.999,1373,0.531,119,336.674,10200
1969,L,JP,147.50,-12.50,37.941,1899,12.730,280,0.167,37,217.913,6978
1969,L,JP,147.50,-7.50,0.958,61,13.491,336,0.178,39,49.907,1947
1969,L,JP,147.50,-2.50,2.068,144,17.877,457,0.339,76,116.787,4881
1969,L,JP,147.50,2.50,0.349,23,164.712,3960,2.790,625,691.721,27249
1969,L,JP,147.50,7.50,2.539,176,494.231,12180,3.679,824,487.364,17348
1969,L,JP,147.50,12.50,4.881,340,116.991,2805,1.131,254,165.606,5341
1969,L,JP,147.50,17.50,2.653,185,9.955,243,0.114,24,13.697,458
1969,L,JP,147.50,22.50,97.948,6821,25.986,733,1.091,246,65.179,2002
1969,L,JP,147.50,27.50,463.402,32274,119.976,3381,0.518,115,38.732,1184
1969,L,JP,147.50,32.50,501.759,34944,606.098,13528,1.047,235,42.747,1067
1969,L,JP,147.50,37.50,50.008,3483,52.809,1161,0.166,36,8.658,247
1969,L,JP,147.50,42.50,0,0,0,0,0,0,0,0
1969,L,JP,152.50,-52.50,0,0,0,0,0,0,0,0
1969,L,JP,152.50,-47.50,0,0,0,0,0,0,0,0
1969,L,JP,152.50,-42.50,3.159,220,0,0,0,0,0,0
1969,L,JP,152.50,-37.50,140.504,10353,52.237,968,0.152,34,85.549,2923
1969,L,JP,152.50,-32.50,77.663,5505,48.490,1009,0.102,23,208.321,7095
1969,L,JP,152.50,-27.50,64.149,4187,200.430,4606,0.347,78,557.955,18956
1969,L,JP,152.50,-22.50,37.811,2429,21.020,432,0.222,50,120.237,3191
1969,L,JP,152.50,-17.50,27.293,1640,4.083,89,0.335,75,59.256,1825
1969,L,JP,152.50,-12.50,32.312,1835,16.612,364,0.942,211,308.825,9730
1969,L,JP,152.50,-7.50,0.272,17,19.904,505,1.606,360,127.474,5734
1969,L,JP,152.50,-2.50,1.023,62,28.209,782,1.865,418,247.534,10812
1969,L,JP,152.50,2.50,0.644,44,478.929,11427,5.265,1180,1426.066,59685
1969,L,JP,152.50,7.50,4.969,346,670.509,16372,3.416,766,1184.334,47424
1969,L,JP,152.50,12.50,11.324,788,276.136,6536,0.657,147,252.852,8467
1969,L,JP,152.50,17.50,21.100,1469,4.303,100,1.263,283,64.380,2118
1969,L,JP,152.50,22.50,72.420,5044,53.170,1530,1.997,446,154.140,4732
1969,L,JP,152.50,27.50,407.891,28409,106.396,2981,0.324,73,30.297,890
1969,L,JP,152.50,32.50,854.486,59513,984.439,22097,0.434,97,74.958,1780
1969,L,JP,152.50,37.50,110.659,7707,412.635,9069,0.347,79,27.178,774
1969,L,JP,152.50,42.50,0.631,44,0.453,10,1.472,330,0,0
1969,L,JP,157.50,-47.50,0,0,0,0,0,0,0,0
1969,L,JP,157.50,-42.50,0,0,0,0,0,0,0,0
1969,L,JP,157.50,-37.50,35.959,2739,28.273,549,0.031,7,13.171,424
1969,L,JP,157.50,-32.50,192.742,13684,159.290,3275,0.098,22,40.653,1058
1969,L,JP,157.50,-27.50,227.559,14746,66.239,1450,0.535,120,66.399,2096
1969,L,JP,157.50,-22.50,117.677,7560,39.006,857,0.362,81,81.422,2679
1969,L,JP,157.50,-17.50,18.750,1148,2.200,48,0.204,46,6.613,203
1969,L,JP,157.50,-12.50,7.095,432,5.383,119,0.196,44,26.468,852
1969,L,JP,157.50,-7.50,1.564,79,16.623,434,0.714,160,56.400,2437
1969,L,JP,157.50,-2.50,0.824,52,47.954,1220,1.771,397,231.618,10931
1969,L,JP,157.50,2.50,1.528,106,670.028,15931,3.026,678,1914.044,82346
1969,L,JP,157.50,7.50,7.452,518,1031.551,25213,4.738,1063,1257.736,51120
1969,L,JP,157.50,12.50,27.816,1937,349.393,8267,1.045,235,320.358,11136
1969,L,JP,157.50,17.50,12.923,899,32.661,804,0.207,47,54.669,2034
1969,L,JP,157.50,22.50,87.673,6106,28.046,800,0.237,54,24.781,790
1969,L,JP,157.50,27.50,437.096,30442,206.718,5708,0.071,16,38.738,1194
1969,L,JP,157.50,32.50,657.391,45786,518.911,12485,0.137,31,59.637,1440
1969,L,JP,157.50,37.50,141.485,9854,639.068,14424,0.419,93,57.358,1608
1969,L,JP,157.50,42.50,8.874,618,2.257,50,0.094,21,0.559,18
1969,L,JP,162.50,-42.50,0,0,0,0,0,0,0,0
1969,L,JP,162.50,-37.50,0.027,3,0,0,0,0,0,0
1969,L,JP,162.50,-32.50,12.309,927,9.443,202,0,0,2.232,67
1969,L,JP,162.50,-27.50,74.846,4997,8.726,183,0.165,37,22.541,666
1969,L,JP,162.50,-22.50,30.889,2226,3.156,70,0.098,22,15.517,427
1969,L,JP,162.50,-12.50,0.032,3,0.721,16,0.004,1,2.831,92
1969,L,JP,162.50,-7.50,1.148,80,6.900,167,0.143,32,21.502,851
1969,L,JP,162.50,-2.50,0.604,38,30.418,754,0.554,124,184.195,7133
1969,L,JP,162.50,2.50,6.303,439,722.046,17798,2.305,517,1921.654,77053
1969,L,JP,162.50,7.50,9.864,687,721.585,18161,5.947,1333,1019.597,39802
1969,L,JP,162.50,12.50,5.191,362,131.473,3325,0.149,33,115.557,3762
1969,L,JP,162.50,17.50,1.042,73,3.059,80,0.022,5,2.257,76
1969,L,JP,162.50,22.50,33.119,2307,62.959,1731,0.279,62,45.471,1456
1969,L,JP,162.50,27.50,220.616,15366,60.462,1950,2.121,476,7.640,254
1969,L,JP,162.50,32.50,288.568,20096,122.186,3000,0.120,27,9.505,300
1969,L,JP,162.50,37.50,34.153,2378,112.153,2575,0.082,18,7.347,237
1969,L,JP,162.50,42.50,64.755,4510,5.188,115,1.909,428,0.954,31
1969,L,JP,167.50,-47.50,0,0,0,0,0,0,0,0
1969,L,JP,167.50,-42.50,0,0,0,0,0,0,0,0
1969,L,JP,167.50,-37.50,0.402,28,0.723,12,0,0,0.191,5
1969,L,JP,167.50,-32.50,75.817,5799,209.023,4973,0.009,2,21.881,660
1969,L,JP,167.50,-27.50,121.680,8445,142.669,2878,0.090,20,69.652,2057
1969,L,JP,167.50,-22.50,0.184,14,2.660,59,0,0,3.340,88
1969,L,JP,167.50,-7.50,0,0,1.897,46,0,0,4.787,201
1969,L,JP,167.50,-2.50,0.864,52,109.707,2577,1.293,290,496.572,18093
1969,L,JP,167.50,2.50,15.405,1073,533.978,13406,1.208,271,1359.959,53121
1969,L,JP,167.50,7.50,2.383,166,416.495,10476,0.522,117,599.722,23299
1969,L,JP,167.50,12.50,9.045,630,82.283,2028,0.401,90,57.431,1814
1969,L,JP,167.50,17.50,0.326,23,5.456,128,0,0,22.892,743
1969,L,JP,167.50,22.50,0.747,52,8.389,185,0.076,17,1.730,53
1969,L,JP,167.50,27.50,332.371,23149,68.817,1963,0.464,104,9.157,283
1969,L,JP,167.50,32.50,659.250,45915,268.161,6787,0.399,88,10.202,323
1969,L,JP,167.50,37.50,10.287,716,14.483,340,0.042,9,2.136,76
1969,L,JP,167.50,42.50,4.150,289,0.100,2,0,0,0,0
1969,L,JP,172.50,-47.50,4.910,342,0,0,0,0,0,0
1969,L,JP,172.50,-42.50,2.872,200,0.180,4,0.004,1,0,0
1969,L,JP,172.50,-37.50,3.438,313,2.704,56,0,0,0.107,3
1969,L,JP,172.50,-32.50,60.556,4931,207.074,4192,0.009,2,16.308,442
1969,L,JP,172.50,-27.50,18.585,1312,13.140,282,0.022,5,0.855,23
1969,L,JP,172.50,-22.50,2.275,173,0.315,7,0,0,2.049,54
1969,L,JP,172.50,-7.50,0.230,16,0.225,5,0,0,1.477,48
1969,L,JP,172.50,-2.50,1.149,80,20.503,466,0.290,65,69.995,2355
1969,L,JP,172.50,2.50,6.002,418,239.201,6010,0.585,131,667.734,26760
1969,L,JP,172.50,7.50,1.666,116,230.587,5754,0.513,115,160.482,6055
1969,L,JP,172.50,12.50,12.276,855,226.158,5678,1.642,368,141.319,4357
1969,L,JP,172.50,17.50,0,0,4.051,100,0,0,19.605,789
1969,L,JP,172.50,22.50,0.244,17,2.137,71,0.027,6,0,0
1969,L,JP,172.50,27.50,433.312,30179,177.905,5632,0.990,222,15.055,485
1969,L,JP,172.50,32.50,604.459,42099,709.060,17794,0.491,110,17.869,572
1969,L,JP,172.50,37.50,25.370,1767,33.566,771,0,0,0.460,14
1969,L,JP,172.50,42.50,0.115,8,0.180,4,0,0,0,0
1969,L,JP,177.50,-47.50,8.227,573,0,0,0.004,1,0,0
1969,L,JP,177.50,-42.50,149.224,10393,0.496,11,0.022,5,0,0
1969,L,JP,177.50,-37.50,236.196,21447,179.716,3060,0.495,111,21.191,557
1969,L,JP,177.50,-32.50,327.293,34699,103.766,1891,0.097,22,10.559,285
1969,L,JP,177.50,-27.50,207.976,15656,33.122,722,0.134,30,19.780,523
1969,L,JP,177.50,-22.50,9.533,725,1.488,33,0,0,12.601,332
1969,L,JP,177.50,-12.50,0.049,3,0.676,15,0.013,3,0.369,12
1969,L,JP,177.50,-7.50,3.833,267,2.690,68,0,0,2.674,96
1969,L,JP,177.50,-2.50,0,0,7.558,170,0,0,13.220,455
1969,L,JP,177.50,2.50,0.431,30,235.331,5851,0.393,88,358.504,14358
1969,L,JP,177.50,7.50,1.019,71,412.813,10284,0.175,39,207.669,8221
1969,L,JP,177.50,12.50,8.485,591,393.092,9780,0.929,208,181.500,5573
1969,L,JP,177.50,17.50,1.106,77,14.847,353,0,0,13.679,519
1969,L,JP,177.50,22.50,3.848,268,41.561,1156,0.076,17,3.848,114
1969,L,JP,177.50,27.50,258.286,17989,818.811,24322,3.732,837,127.892,3843
1969,L,JP,177.50,32.50,1114.743,77639,1266.695,30543,1.584,355,64.727,2045
1969,L,JP,177.50,37.50,67.540,4704,43.802,1002,0,0,0.437,14
1969,L,JP,177.50,42.50,0.172,12,0,0,0,0,0,0
1969,L,JP,182.50,-52.50,0,0,0,0,0,0,0,0
1969,L,JP,182.50,-47.50,0,0,0,0,0.031,7,0,0
1969,L,JP,182.50,-42.50,15.277,1064,0,0,0,0,0,0
1969,L,JP,182.50,-37.50,40.250,3552,4.643,103,0,0,0.338,11
1969,L,JP,182.50,-32.50,156.167,10894,5.997,133,0,0,0.800,26
1969,L,JP,182.50,-27.50,38.135,2656,4.734,105,0,0,3.077,100
1969,L,JP,182.50,-22.50,1.680,117,0,0,0,0,0.800,26
1969,L,JP,182.50,-17.50,35.120,2226,6.267,139,0.022,5,10.092,328
1969,L,JP,182.50,-12.50,0.781,53,0.361,8,0.004,1,1.876,61
1969,L,JP,182.50,-7.50,33.440,1952,28.314,628,0,0,33.136,1077
1969,L,JP,182.50,-2.50,9.947,558,82.325,1826,0,0,163.003,5298
1969,L,JP,182.50,2.50,3.906,272,315.430,7393,1.162,261,638.015,19028
1969,L,JP,182.50,7.50,0.215,15,406.040,9281,0.659,148,178.526,5509
1969,L,JP,182.50,12.50,10.726,747,348.457,7693,1.900,426,89.847,2886
1969,L,JP,182.50,22.50,2.843,198,5.428,118,0.027,6,0.281,10
1969,L,JP,182.50,27.50,15.808,1101,109.619,2407,0.286,64,24.506,802
1969,L,JP,182.50,32.50,151.061,10521,106.850,2370,0.214,48,2.461,80
1969,L,JP,182.50,37.50,2.656,185,0.766,17,0,0,0,0
1969,L,JP,187.50,-47.50,0,0,0,0,0,0,0,0
1969,L,JP,187.50,-42.50,0,0,0,0,0,0,0,0
1969,L,JP,187.50,-32.50,25.773,1795,2.209,49,0,0,0,0
1969,L,JP,187.50,-27.50,107.986,7521,12.849,285,0.084,19,12.461,405
1969,L,JP,187.50,-12.50,1.696,113,0.540,12,0.120,27,2.338,76
1969,L,JP,187.50,-7.50,46.860,2988,23.894,530,0.179,40,41.659,1354
1969,L,JP,187.50,-2.50,55.911,3501,163.973,3637,0.558,125,413.629,13444
1969,L,JP,187.50,2.50,0.876,61,179.869,4149,0.472,106,304.228,9221
1969,L,JP,187.50,7.50,0.431,30,220.369,5205,0.603,135,133.377,4052
1969,L,JP,187.50,12.50,12.262,854,428.050,9176,1.017,228,91.023,2763
1969,L,JP,187.50,17.50,0.804,56,22.587,501,0,0,4.799,156
1969,L,JP,187.50,22.50,0.330,23,11.358,247,0.045,10,3.469,127
1969,L,JP,187.50,27.50,33.640,2343,293.905,6499,0.433,97,16.766,568
1969,L,JP,187.50,32.50,129.238,9001,110.593,2453,0,0,1.630,53
1969,L,JP,187.50,37.50,3.518,245,1.488,33,0,0,0.123,4
1969,L,JP,192.50,-47.50,0.244,17,0,0,0,0,0,0
1969,L,JP,192.50,-27.50,126.035,8778,5.095,113,0,0,3.753,122
1969,L,JP,192.50,-22.50,31.917,2223,2.345,52,0,0,1.230,40
1969,L,JP,192.50,-17.50,8.801,613,0,0,0,0,0.062,2
1969,L,JP,192.50,-12.50,3.404,233,0.451,10,0.009,2,0.893,29
1969,L,JP,192.50,-7.50,0.031,2,0.045,1,0.013,3,0.215,7
1969,L,JP,192.50,-2.50,2.997,201,130.836,2902,1.775,398,137.990,4485
1969,L,JP,192.50,2.50,0.416,29,86.985,2017,3.756,842,129.521,3980
1969,L,JP,192.50,7.50,0.215,15,494.790,11748,0.999,224,212.899,6412
1969,L,JP,192.50,12.50,10.022,698,473.663,10094,1.146,257,49.036,1463
1969,L,JP,192.50,17.50,3.101,216,41.486,920,0.294,66,9.802,317
1969,L,JP,192.50,22.50,10.122,705,71.027,1560,0.103,23,13.525,463
1969,L,JP,192.50,27.50,12.936,901,138.678,3066,0,0,6.766,228
1969,L,JP,192.50,32.50,82.401,5739,92.018,2041,0.054,12,1.230,40
1969,L,JP,192.50,37.50,0.215,15,0.090,2,0,0,0,0
1969,L,JP,197.50,-52.50,0,0,0,0,0,0,0,0
1969,L,JP,197.50,-32.50,21.523,1499,1.713,38,0,0,0.215,7
1969,L,JP,197.50,-27.50,520.565,36256,32.867,729,0.754,169,17.291,562
1969,L,JP,197.50,-22.50,30.841,2148,4.103,91,0.054,12,1.354,44
1969,L,JP,197.50,-17.50,1.077,75,0,0,0,0,0.369,12
1969,L,JP,197.50,-12.50,10.584,723,2.525,56,0,0,2.400,78
1969,L,JP,197.50,-7.50,0,0,4.914,109,0,0,0.769,25
1969,L,JP,197.50,-2.50,5.761,369,61,1353,0.634,142,123.221,4005
1969,L,JP,197.50,2.50,0.503,35,283.223,6412,4.031,904,385.334,12199
1969,L,JP,197.50,7.50,1.106,77,931.545,21699,1.636,367,358.483,10996
1969,L,JP,197.50,12.50,2.743,191,263.389,5726,0.111,25,18.139,556
1969,L,JP,197.50,17.50,1.594,111,24.115,530,0.013,3,14.413,444
1969,L,JP,197.50,22.50,16.987,1183,131.655,2902,0.049,11,24.782,829
1969,L,JP,197.50,27.50,85.173,5932,238.490,5227,0.299,67,11.418,391
1969,L,JP,197.50,32.50,99.343,6919,138.592,3074,0.090,20,2.186,71
1969,L,JP,197.50,37.50,0,0,0,0,0,0,0,0
1969,L,JP,202.50,-32.50,27.165,1892,3.156,70,0.009,2,0.277,9
1969,L,JP,202.50,-27.50,276.436,19253,25.427,564,0.241,54,8.584,279
1969,L,JP,202.50,-22.50,1.881,131,0.090,2,0,0,0.492,16
1969,L,JP,202.50,-17.50,4.710,302,1.082,24,0,0,0.862,28
1969,L,JP,202.50,-12.50,50.566,3351,14.743,327,0,0,13.445,437
1969,L,JP,202.50,-7.50,1.384,80,0.225,5,0,0,0.154,5
1969,L,JP,202.50,-2.50,4.898,311,144.812,3212,3.635,815,298.698,8317
1969,L,JP,202.50,2.50,1.723,120,426.401,9548,7.401,1659,734.413,19125
1969,L,JP,202.50,7.50,0.058,4,1056.655,24005,3.652,819,507.253,13366
1969,L,JP,202.50,12.50,0.029,2,95.650,2129,0.209,47,8.983,292
1969,L,JP,202.50,17.50,1.969,137,489.260,12874,1.061,238,127.564,3128
1969,L,JP,202.50,22.50,0.575,40,16.133,359,0.049,11,7.413,232
1969,L,JP,202.50,27.50,18.909,1317,97.214,2256,0.027,6,5.926,175
1969,L,JP,202.50,32.50,155.340,10819,241.147,5349,0.063,14,7.645,173
1969,L,JP,202.50,37.50,0,0,0.002,0,0,0,0.001,0
1969,L,JP,207.50,-27.50,0.948,66,0.225,5,0,0,0.800,26
1969,L,JP,207.50,-22.50,0.474,33,0.857,19,0.009,2,0,0
1969,L,JP,207.50,-17.50,9.862,685,2.209,49,0.321,72,2.246,73
1969,L,JP,207.50,-12.50,8.305,519,3.426,76,0.008,2,10.953,356
1969,L,JP,207.50,-7.50,2.584,167,27.275,605,0.062,14,25.920,702
1969,L,JP,207.50,-2.50,7.127,461,262.348,5819,1.628,365,288.786,8063
1969,L,JP,207.50,2.50,1.092,76,428.193,9556,3.045,683,556.672,14059
1969,L,JP,207.50,7.50,0.216,15,1447.761,32683,2.721,610,621.587,16313
1969,L,JP,207.50,12.50,0.187,13,49.910,1107,0.482,108,25.691,835
1969,L,JP,207.50,17.50,0.891,62,118.376,3483,0.282,63,26.597,724
1969,L,JP,207.50,22.50,3.908,272,260.464,5980,0.418,94,35.876,1117
1969,L,JP,207.50,27.50,53.628,3735,351.108,8039,0.633,142,25.150,783
1969,L,JP,207.50,32.50,365.713,25471,427.886,10289,0.291,65,6.264,140
1969,L,JP,207.50,37.50,8.802,613,11.823,286,0,0,0.355,10
1969,L,JP,212.50,-22.50,3.417,238,2.750,61,0,0,0.523,17
1969,L,JP,212.50,-17.50,71.583,4947,12.534,278,0.865,194,15.752,512
1969,L,JP,212.50,-12.50,1.648,103,0.766,17,0,0,0.461,15
1969,L,JP,212.50,-7.50,5.459,354,52.028,1154,0.218,49,59.293,1642
1969,L,JP,217.50,-22.50,13.109,913,4.959,110,0,0,1.384,45
1969,L,JP,217.50,-17.50,38.078,2618,9.333,207,0,0,5.908,192
1969,L,JP,217.50,-12.50,19.522,1242,3.471,77,0,0,8.830,287
1969,L,JP,217.50,-7.50,0.959,61,51.758,1148,0.682,153,21.721,597
1969,L,JP,222.50,-22.50,0.115,8,0.316,7,0,0,0.031,1
1969,L,JP,222.50,-17.50,31.042,2162,6.132,136,0,0,1.939,63
1969,L,JP,222.50,-12.50,0.244,17,0.451,10,0,0,0.031,1
1969,L,JP,222.50,-7.50,0.887,63,321.749,6427,1.356,304,128.847,3208
1969,L,JP,227.50,-22.50,8.185,570,10.460,232,0,0,2.769,90
1969,L,JP,227.50,-17.50,16.929,1179,2.525,56,0,0,1.169,38
1969,L,JP,227.50,-12.50,0,0,1.894,42,0,0,0.462,15
1969,L,JP,227.50,-7.50,9.813,729,590.644,11816,5.266,1181,261.758,6559
1969,L,KR,167.50,-17.50,36.622,2917,6.756,150,0,0,18.287,653
1969,L,KR,167.50,-7.50,65.915,5834,12.160,270,0,0,32.914,1176
1969,L,KR,167.50,-2.50,34.832,2917,6.426,143,0,0,17.393,621
1969,L,KR,172.50,-7.50,101.119,8751,18.655,415,0,0,50.493,1804
1969,L,KR,172.50,-2.50,65.739,5834,12.127,270,0,0,32.826,1173
1969,L,KR,177.50,-7.50,185.105,17503,34.148,759,0,0,92.431,3301
1969,L,KR,187.50,-27.50,264.229,26195,48.746,1084,0,0,131.943,4712
1969,L,KR,187.50,-12.50,123.864,11669,22.851,508,0,0,61.851,2209
1969,L,KR,187.50,-7.50,560.872,49590,103.470,2301,0,0,280.071,10002
1969,L,KR,187.50,-2.50,260.031,23336,47.970,1068,0,0,129.846,4638
1969,L,KR,192.50,-27.50,95.073,8751,17.540,389,0,0,47.475,1696
1969,L,KR,192.50,-22.50,45.254,2917,8.349,186,0,0,22.598,807
1969,L,KR,192.50,-17.50,109.684,8751,20.234,449,0,0,54.770,1957
1969,L,KR,192.50,-12.50,194.132,14585,35.814,795,0,0,96.940,3462
1969,L,KR,192.50,-7.50,950.776,80513,175.402,3898,0,0,474.768,16955
1969,L,KR,192.50,-2.50,181.751,14585,33.529,745,0,0,90.756,3240
1969,L,KR,197.50,-27.50,254.226,23338,46.901,1042,0,0,126.947,4534
1969,L,KR,197.50,-12.50,340.630,26255,62.840,1396,0,0,170.093,6075
1969,L,KR,197.50,-7.50,926.650,78766,170.950,3799,0,0,462.719,16524
1969,L,KR,197.50,-2.50,243.563,20246,44.934,998,0,0,121.622,4343
1969,L,KR,202.50,-27.50,125.941,11668,23.234,516,0,0,62.888,2245
1969,L,KR,202.50,-12.50,426.776,32089,78.732,1749,0,0,213.109,7611
1969,L,KR,202.50,-7.50,731.409,61260,134.933,2999,0,0,365.229,13044
1969,L,KR,202.50,-2.50,104.049,8751,19.195,427,0,0,51.957,1855
1969,L,KR,207.50,-27.50,133.441,11669,24.618,547,0,0,66.633,2379
1969,L,KR,207.50,-12.50,157.834,11669,29.117,647,0,0,78.814,2815
1969,L,KR,207.50,-7.50,387.694,32088,71.523,1589,0,0,193.593,6914
1969,L,KR,207.50,-2.50,258.849,20420,47.754,1061,0,0,129.256,4616
1969,L,KR,212.50,-27.50,39.585,2917,7.303,162,0,0,19.767,706
1969,L,KR,212.50,-12.50,120.683,8751,22.264,495,0,0,60.263,2153
1969,L,KR,212.50,-7.50,212.304,17562,39.166,870,0,0,106.013,3787
1969,L,KR,217.50,-27.50,31.797,2917,5.866,130,0,0,15.878,567
1969,L,KR,217.50,-12.50,76.236,5834,14.064,312,0,0,38.068,1360
1969,L,KR,217.50,-7.50,77.745,5834,14.342,318,0,0,38.822,1387
1969,L,KR,222.50,-17.50,36.790,2917,6.787,151,0,0,18.371,656
1969,L,KR,222.50,-12.50,77.489,5834,14.295,317,0,0,38.693,1382
1969,L,KR,222.50,-7.50,75.956,5834,14.012,311,0,0,37.929,1354
1969,L,KR,227.50,-32.50,37.083,2917,6.841,152,0,0,18.517,661
1969,L,KR,227.50,-27.50,223.686,17503,41.267,917,0,0,111.696,3989
1969,L,KR,227.50,-17.50,124.871,8751,23.036,512,0,0,62.353,2227
1969,L,KR,227.50,-12.50,242.706,17504,44.775,995,0,0,121.195,4329
1969,L,KR,227.50,-7.50,43.448,2917,8.015,178,0,0,21.696,775
1969,L,TW,112.50,7.50,12.522,502,51.186,1274,1.013,227,119.031,4398
