"yy","gear","flag","eez","alb_mt","bet_mt","skj_mt","yft_mt"
1997,"L","JP","I7",2461.256389,407.734335,0,902.443236
1997,"L","JP","ID",0,3.634887,0,0.882957
1997,"L","JP","JP",16659.389731,5658.398863,0,4471.897627
1997,"L","JP","MH",20.980069,298.340069,0,113.181927
1997,"L","JP","NC",35.831016,3.659101,0.107,11.231948
1997,"L","JP","NF",64.390045,26.349964,0,309.71196
1997,"L","JP","NR",0,5.197956,0,2.249931
1997,"L","JP","PW",0,43.411053,0,3.849959
1997,"L","JP","PX",21.024037,11.159916,0,61.601992
1997,"L","JP","SB",169.023018,189.083967,0,379.507047
1997,"L","KR","CK",0,1.905,0,2.924
1997,"L","KR","GL",3.648,51.106,0,65.097
1997,"L","KR","H4",9.189,43.895,0,34.209
1997,"L","KR","H5",72.882,264.206,0,240.066
1997,"L","KR","I2",16.975,44.251,0,69.348
1997,"L","KR","I4",556.52199,5866.256921,0.3925,4036.4725
1997,"L","KR","I5",556.52199,5866.256921,0.3925,4036.4725
1997,"L","KR","I8",18.003,1.852,0,24.365
1997,"L","KR","LN",206.643,2396.994,0,2077.307
1997,"L","KR","PF",35.671,505.352,0,195.304
1997,"L","KR","PX",168.188,730.922,0.215,681.43
1997,"L","KR","SB",237.886,111.668,0,374.957
1997,"L","KR","VU",30.871,6.335,0,50.048
1997,"L","NC","I7",26.423324,6.173517,0,2.39222
1997,"L","NC","MA",5.056195,2.035224,0,1.576841
1997,"L","NC","NC",203.18814,213.800392,0,458.356127
1997,"L","NC","WF",42.332339,11.990867,0,3.674811
1997,"L","NZ","I7",0.327298,0.190721,0,0.189743
1997,"L","NZ","NZ",846.672702,139.809279,1,120.810257
1997,"L","PF","I5",1.123869,0.413767,0.033572,0.293773
1997,"L","PF","PF",2593.876131,307.586233,21.966428,419.706227
1997,"L","PG","PG",101,56,0,389
1997,"L","PH","PH",0,59,0,484
1997,"L","PW","PW",0,6,0,1
1997,"L","SB","I2",0,8.656441,0,6.534844
1997,"L","SB","SB",109,713.343559,0,879.465156
1997,"L","TO","TO",493,69,1,100
1997,"L","TW","FJ",536.262,20.052,1.164,50.16
1997,"L","TW","FM",7.319,437.55,0,454.882
1997,"L","TW","GL",0,1.03,0,0.597
1997,"L","TW","H4",19.4,8.6,0,5.03
1997,"L","TW","H5",4.8,2.006,0,2.79
1997,"L","TW","I1",0.135,6028.46853,2447.7852,10439.174786
1997,"L","TW","I2",402.986005,8.866,0,12.945
1997,"L","TW","I3",1.985,2583.62937,1049.0508,4473.932051
1997,"L","TW","I4",21.079,455.586492,112,605.19
1997,"L","TW","I5",0,254.674492,112,378.409
1997,"L","TW","I6",5542.47605,0,0,0
1997,"L","TW","I7",9437.56395,0.711,0,2.58
1997,"L","TW","I8",195.99,1.537,0,11.431
1997,"L","TW","I9",42.3,1.942,0,3.701
1997,"L","TW","ID",0,18.019,0,29.915
1997,"L","TW","MH",32.8,193.742,0,288.129
1997,"L","TW","NU",93.472,0.1,0,0.713
1997,"L","TW","PH",0,0.879,0,2.879
1997,"L","TW","PW",0,420.196,0,206.286
1997,"L","TW","SB",20.969,162.98,0,187.406
1997,"L","TW","VU",596.463,7.431,0,51.85
1997,"L","US","AS",309,4,2,22
1997,"L","US","HW",630.770726,1457.92832,34.464555,567.276033
1997,"L","US","I5",616.33419,633.399148,48.271057,342.879536
1997,"L","US","I6",218.611321,317.655394,4.671576,231.052665
1997,"L","US","JT",179.025432,68.120486,16.887362,32.499069
1997,"L","US","PY",0.258331,40.896651,1.705451,71.292696
1997,"L","VU","GL",9.743191,26.534252,0,95.120277
1997,"L","VU","I2",1.49026,3.652655,0,4.208364
1997,"L","VU","SB",82.207507,72.588083,0,165.642342
1997,"L","VU","VU",1.559041,0.22501,0,0.029018
1997,"L","WS","WS",4108,63,0,1327
1997,"P","AU","AU",0,0,485,43
1997,"P","FJ","FJ",0,0,987,46
1997,"P","ID","ID",0,3691,84567,17137
1997,"P","JP","FM",0,4.000006,966.000164,33.000013
1997,"P","JP","GL",0,0,2163.500164,1.500006
1997,"P","JP","H4",0,0,1.071866,0
1997,"P","JP","I2",1.379217,2.33361,499.007026,24.203063
1997,"P","JP","I3",1.379217,15.320639,2112.736578,45.124354
1997,"P","JP","I4",0,5.580381,10985.565771,23.997967
1997,"P","JP","I5",0,0,386.913092,8.204431
1997,"P","JP","I6",21227.544675,927.153024,48606.675883,178.753964
1997,"P","JP","I7",8.735787,0,2113.809669,6.050747
1997,"P","JP","I9",0,0,30.034305,0
1997,"P","JP","JP",11010.960783,1913.612359,56319.883544,3865.865483
1997,"P","JP","LN",0,0,105.100467,0
1997,"P","JP","MH",0,0,2979.699976,15.300006
1997,"P","JP","NR",0,0,164.000436,5.999985
1997,"P","JP","PX",0,0,29.000413,1.999983
1997,"P","JP","SB",0,4.000006,1399.999421,8.999997
1997,"P","KI","GL",0,0,4,1
1997,"P","NZ","NZ",0,0,50,0
1997,"P","PF","PF",9,0,698,142
1997,"P","PW","PW",0,0,100,0
1997,"P","SB","I2",0,0,19.010812,0
1997,"P","SB","SB",0,0,20344.989188,1257
1997,"P","US","HW",0,0,881,0
1997,"S","AU","AU",0,0,4204,13
1997,"S","EP","I5",0,508,1020,248
1997,"S","FM","FM",0,215.092,1027.572,857.739
1997,"S","FM","GL",0,77.897,749.092,433.621
1997,"S","FM","H5",0,6.678,19.079,12.033
1997,"S","FM","I1",0,4.525,30.45,16.652
1997,"S","FM","I2",0,180.023,946.986,809.496
1997,"S","FM","I4",0,10.883,480.992,261.282
1997,"S","FM","I5",0,5.75,31.021,23.898
1997,"S","FM","NR",0,13.306,31.925,149.123
1997,"S","FM","PG",0,80.894,718.631,352.997
1997,"S","FM","PX",0,19.452,162.261,55.702
1997,"S","FM","SB",0,2.433,6.089,8.425
1997,"S","ID","ID",0,1431,35597,10694
1997,"S","JP","CN",0,0,0,0
1997,"S","JP","FM",0,858.000013,23755.50019,10770.499931
1997,"S","JP","GL",0,763.000028,12905.499801,14308.99973
1997,"S","JP","H4",0,48.313318,65.343874,282.902309
1997,"S","JP","H5",0,132.511984,255.170625,129.479436
1997,"S","JP","I1",0,2245.02215,6806.872736,2915.255801
1997,"S","JP","I2",1067,5948.591785,12231.115649,7863.306079
1997,"S","JP","I3",0,141.541094,189.491189,151.118559
1997,"S","JP","I4",0,2973.719812,9543.908906,6379.640457
1997,"S","JP","I5",0,43.196872,141.799079,64.399314
1997,"S","JP","I6",0,257.600049,44463.200655,832.800224
1997,"S","JP","JP",1,669.503044,28690.098769,3253.597991
1997,"S","JP","LN",0,8.999999,3272.000407,884.000017
1997,"S","JP","MH",0,0,5.000174,5.000036
1997,"S","JP","NR",0,811.00002,9226.000302,8747.000076
1997,"S","JP","PW",0,106.999983,1137.000038,576.000107
1997,"S","JP","PX",0,0,599.000629,150.999934
1997,"S","JP","TW",0,0,0,0
1997,"S","KI","FJ",0,0,0,0
1997,"S","KI","FM",0,35.781,187.232,217.098
1997,"S","KI","GL",0,117.688,797.958,748.124
1997,"S","KI","H4",0,0,0,0
1997,"S","KI","I1",0,12.888,58.283,38.446
1997,"S","KI","I2",0,5.693,135.908,110.424
1997,"S","KI","I3",0,0,0,0
1997,"S","KI","I4",0,6.173,53.259,145.804
1997,"S","KI","JP",0,0,0,0
1997,"S","KI","MP",0,0,0,0
1997,"S","KI","NR",0,157.796,606.8,902.103
1997,"S","KI","PG",0,33.115,409.899,200.939
1997,"S","KI","PH",0,0,0,0
1997,"S","KI","PW",0,0,0,0
1997,"S","KI","SB",0,0,0,0
1997,"S","KR","FM",0,327.837,6195.355,2325.558
1997,"S","KR","GL",0,1657.654,20293.008,9617.081
1997,"S","KR","H4",0,90.879,836.879,557.392
1997,"S","KR","H5",0,173.995,1204.661,916.062
1997,"S","KR","I1",0,182.935,2453.829,980.687
1997,"S","KR","I2",0,1595.203,10432.076,9447.994
1997,"S","KR","I3",0,0,0,0
1997,"S","KR","I4",0,323.604,5492.117,2985.269
1997,"S","KR","I5",0,224.054,2640.036,1069.651
1997,"S","KR","LN",0,789.295,13549.85,7638.207
1997,"S","KR","NR",0,4.35,191.367,147.68
1997,"S","KR","PG",0,1419.661,27658.289,8875.834
1997,"S","KR","PX",0,303.742,4470.106,2379.249
1997,"S","KR","SB",0,502.626,4485.634,4535.318
1997,"S","NZ","NZ",0,0,6510,0
1997,"S","PG","FM",0,12.731,626.426,203.773
1997,"S","PG","I1",0,51.207,864.677,363.87
1997,"S","PG","I2",0,1.228,178.645,26.431
1997,"S","PG","ID",0,0.242,1.429,1.611
1997,"S","PG","PG",0,1123.94,8402.505,6995.283
1997,"S","PG","SB",0,0,0,0
1997,"S","PH","FM",0,0,0,0
1997,"S","PH","I1",0,26.085,131.604,107.677
1997,"S","PH","I2",0,92.848,483.482,304.18
1997,"S","PH","ID",0,97.737,456.199,354.211
1997,"S","PH","NR",0,0,0,0
1997,"S","PH","PG",0,3050.795,15932.432,13503.83
1997,"S","PH","PH",0,4652,50376,30510
1997,"S","PH","SB",0,35.9,213.705,219.217
1997,"S","SB","CK",0,4.753,40.262,48.063
1997,"S","SB","FM",0,0,0,0
1997,"S","SB","I2",0,0.029,10.9,0.551
1997,"S","SB","ID",0,0,10.509,7.356
1997,"S","SB","PG",0,14.235,125.289,183.709
1997,"S","SB","SB",0,724.513,11923.379,11010.451
1997,"S","TW","FM",0,1672.639,15560.636,7596.934
1997,"S","TW","GL",0,457.503,5132.753,5176.303
1997,"S","TW","H4",0,31.762,229.692,370.028
1997,"S","TW","H5",0,37.315,936.626,578.928
1997,"S","TW","I1",0,714.66,9943.839,3210.324
1997,"S","TW","I2",0,1082.552,6646.194,6300.308
1997,"S","TW","I3",0,0,0,0
1997,"S","TW","I4",0,84.727,2335.678,1620.581
1997,"S","TW","I5",0,90.981,1984.594,947.343
1997,"S","TW","ID",0,20.654,156.509,51.743
1997,"S","TW","LN",0,235.527,9324.184,7079.445
1997,"S","TW","MH",0,0.106,7.612,2.777
1997,"S","TW","NR",0,0.238,1.531,4.308
1997,"S","TW","PG",0,4736.759,46985.176,19490.385
1997,"S","TW","PH",0,0,0,0
1997,"S","TW","PW",0,0,0,0
1997,"S","TW","PX",0,54.425,1453.667,1241.48
1997,"S","TW","SB",0,131.749,1186.629,2096.038
1997,"S","TW","TV",0,0,0,0
1997,"S","TW","TW",0,0,0,0
1997,"S","US","AS",0,0,0,0
1997,"S","US","CK",0,3.623,52.285,82.022
1997,"S","US","FJ",0,0,0,0
1997,"S","US","FM",0,162.324,888.384,548.811
1997,"S","US","GL",0,2720.116,15286.862,12916.397
1997,"S","US","GU",0,0,0,0
1997,"S","US","H4",0,122.92,880.846,450.946
1997,"S","US","H5",0,359.51,2181.645,1233.154
1997,"S","US","HB",0,2197.879,17204.987,10590.836
1997,"S","US","I1",0,11.292,164.487,32.093
1997,"S","US","I2",0,520.202,2602.255,1819.891
1997,"S","US","I4",0,654.286,5908.433,4600.095
1997,"S","US","I5",0,395.387,3016.801,1271.493
1997,"S","US","JV",0,410.321,3199.526,3319.959
1997,"S","US","LN",0,211.768,3190.018,2188.268
1997,"S","US","MH",0,34.613,108.516,98.319
1997,"S","US","NR",0,375.926,2123.595,2467.267
1997,"S","US","PG",0,837.407,5710.203,3428.53
1997,"S","US","PW",0,0,0,0
1997,"S","US","PX",0,2071.246,10559.808,6554.279
1997,"S","US","PY",0,16.051,79.604,62.652
1997,"S","US","SB",0,41.049,495.299,228.484
1997,"S","US","TK",0,7.205,50.292,43.122
1997,"S","US","TV",0,969.604,3357.078,2961.719
1997,"S","US","WF",0,0,0,0
1997,"S","US","WS",0,0,0,0
1997,"S","VU","CN",0,0,0,0
1997,"S","VU","FM",0,612.281,3337.419,2634.396
1997,"S","VU","GL",0,369.568,2033.96,2100.05
1997,"S","VU","GU",0,0,0,0
1997,"S","VU","H4",0,0.282,269.421,28.676
1997,"S","VU","H5",0,4.951,30.768,45.511
1997,"S","VU","HB",0,0,0,0
1997,"S","VU","I1",0,88.217,629.696,325.336
1997,"S","VU","I2",0,220.026,1437.266,1080.305
1997,"S","VU","I3",0,0,0,0
1997,"S","VU","I4",0,33.212,447.767,465.589
1997,"S","VU","I5",0,23.272,735.485,335.993
1997,"S","VU","ID",0,0,0,0
1997,"S","VU","JP",0,0,0,0
1997,"S","VU","JV",0,0,0,0
1997,"S","VU","LN",0,373.748,2425.185,1354.144
1997,"S","VU","MH",0,0,0,0
1997,"S","VU","MP",0,0,0,0
1997,"S","VU","NR",0,8.546,47.973,99.171
1997,"S","VU","PG",0,98.777,1665.769,842.817
1997,"S","VU","PH",0,0,0,0
1997,"S","VU","PX",0,78.898,577.34,381.585
1997,"S","VU","SB",0,20.085,151.816,285.698
1997,"S","VU","TW",0,0,0,0
1997,"T","CA","I7",149,0,0,0
1997,"T","FJ","FJ",0,0,54,41
1997,"T","JP","JP",1585,320,8781,1822
1997,"T","NZ","NZ",2767,0,0,0
1997,"T","PF","PF",24,0,0,0
1997,"T","US","AS",0,0,14,10
1997,"T","US","GU",0,0,96,41
1997,"T","US","HW",0,92,197,911
1997,"T","US","I7",1739,0,0,0
1997,"T","US","MP",0,0,76,13
1997,"Z","AU","AU",50,0,0,1
1997,"Z","ID","ID",0,3473,44718,36604
1997,"Z","JP","I6",358,18,491,17
1997,"Z","JP","JP",175,35,679,244
1997,"Z","KI","GL",0,0,0,1812
1997,"Z","NZ","NZ",14,0,0,1
1997,"Z","PF","PF",69,2,176,99
1997,"Z","PH","PH",0,3989,38857,44822
1997,"Z","TW","TW",0,1,1339,155
1998,"L","AU","AU",470.453781,1150.738762,14.962337,2139.645798
1998,"L","AU","I7",5.400258,11.092951,0.037663,10.894973
1998,"L","AU","NF",2.145962,4.168287,0,1.459228
1998,"L","BZ","FJ",26.838,9.202,0,11.238
1998,"L","BZ","FM",1.5,19.15,0,32.33
1998,"L","BZ","I4",25.731001,9.4815,0,1.216
1998,"L","BZ","I5",25.731001,9.4815,0,1.216
1998,"L","BZ","I7",102.2,0.685,0,0
1998,"L","CN","FM",5.961,704.915,0,438.208
1998,"L","CN","I1",0,3.87,0,6.04
1998,"L","CN","I2",0.03,5.755,0,5.88
1998,"L","CN","I4",0,363.607991,0,365.1965
1998,"L","CN","I5",0,363.607991,0,365.1965
1998,"L","CN","I6",535.384,0.191,0,0.096
1998,"L","CN","I7",0,0,0,0
1998,"L","CN","MH",0,213.393,0,130.785
1998,"L","CN","PW",0,180.66,0,123.598
1998,"L","FJ","FJ",1997.30905,433.767079,8.863288,834.383115
1998,"L","FJ","I2",3.641439,16.791987,0,5.407662
1998,"L","FJ","I7",84.117057,4.673687,0.136712,1.934595
1998,"L","FJ","I8",10.249033,0.660399,0,2.025088
1998,"L","FJ","MA",1.205513,0.749828,0,3.001286
1998,"L","FJ","SB",0.577824,0.041276,0,0.044505
1998,"L","FJ","VU",23.900086,3.315744,0,15.203749
1998,"L","FM","FM",0,498.201764,1,495.480474
1998,"L","FM","I1",0,0.042415,0,0.476841
1998,"L","FM","I2",0,22.711703,0,33.877627
1998,"L","FM","I3",0,0.044113,0,0.165058
1998,"L","ID","ID",0,4545,0,20221
1998,"L","JP","CN",3.486111,0.780981,0,1.207982
1998,"L","JP","FJ",291.344075,25.787085,0,112.661064
1998,"L","JP","FM",72.375978,3120.597933,0,3344.052044
1998,"L","JP","GL",0.026944,394.866113,0,58.952953
1998,"L","JP","H5",33.954561,60.893054,0,87.130088
1998,"L","JP","I1",14.46554,1198.778119,0,1598.677375
1998,"L","JP","I2",153.134317,551.557664,0,611.938751
1998,"L","JP","I3",2561.61432,1144.543039,0,2274.181406
1998,"L","JP","I4",182.683393,9620.000267,0,4348.872538
1998,"L","JP","I5",1088.34386,7280.021258,0,3145.996864
1998,"L","JP","I6",9586.245124,6495.034782,0,1911.073997
1998,"L","JP","I7",4541.919616,1062.167398,0,1069.275911
1998,"L","JP","IW",0,0.737231,0,0
1998,"L","JP","JP",16424.038285,4812.148079,0,4368.312848
1998,"L","JP","LN",0.513929,2.804006,0,2.642074
1998,"L","JP","MH",33.027992,1021.735951,0,504.565919
1998,"L","JP","PX",4.607064,7.300977,0,3.691962
1998,"L","JP","SB",118.906991,55.338122,0,56.689995
1998,"L","JP","TV",115.075976,149.86493,0,139.343003
1998,"L","KR","CK",555.18,58.168,0,86.995
1998,"L","KR","FJ",19.951,1.266,0,8.752
1998,"L","KR","GL",16.165,148.904,0,127.928
1998,"L","KR","H4",14.023,60.37,0,50.996
1998,"L","KR","H5",69.012,390.412,0,223.734
1998,"L","KR","I2",21.863,87.155,0,58.851
1998,"L","KR","I3",0.315,9.671,0,16.927
1998,"L","KR","I4",1975.6345,11346.425363,1,4950.563434
1998,"L","KR","I5",1975.6345,11346.425363,1,4950.563434
1998,"L","KR","I7",0.342,0,0,0
1998,"L","KR","I8",29.52,1.764,0,3.796
1998,"L","KR","LN",661.476,2489.028,0,1546.238
1998,"L","KR","PF",203.486,517.415,0,286.825
1998,"L","KR","PX",157.132,826.554,0,547.856
1998,"L","KR","SB",680.11,69.771,0,226.614
1998,"L","KR","TV",56.156,75.671,0,69.361
1998,"L","NC","MA",22.233511,20.114399,0,3.900616
1998,"L","NC","NC",837.766489,477.885601,0,181.099384
1998,"L","NZ","I7",6.330582,2.8544,0,0
1998,"L","NZ","NZ",2050.669418,385.1456,3,116
1998,"L","PF","PF",3189,402,34,480
1998,"L","PG","I1",0,0,0,0
1998,"L","PG","PG",104,42,0,481
1998,"L","PH","PH",0,59,0,484
1998,"L","SB","I2",1.649508,41.208791,0,17.224799
1998,"L","SB","SB",368.350492,684.791209,0,639.775201
1998,"L","TO","I7",6.681838,0.087316,0.087209,0.533646
1998,"L","TO","TO",609.318162,85.912684,5.912791,124.466354
1998,"L","TW","CK",0.6,0,0,0
1998,"L","TW","FJ",185.33,29.234,2.756,100.53
1998,"L","TW","FM",2.215,481.871,0,450.277
1998,"L","TW","GL",0,0.904,0,0.94
1998,"L","TW","I1",1.315,5310.918961,2094.0465,9308.2338
1998,"L","TW","I2",196.537,22.679,0,28.961
1998,"L","TW","I3",0,2276.108126,897.4485,3989.243057
1998,"L","TW","I4",0,796.216,416.3745,485.57999
1998,"L","TW","I5",0,734.555,416.3745,472.65399
1998,"L","TW","I6",7440.385538,1.058,0,0.294
1998,"L","TW","I7",8734.365632,0,0,0
1998,"L","TW","I8",92.049,0.49,0,1.648
1998,"L","TW","I9",53.107,4.186,0,2.653
1998,"L","TW","ID",0.33,10.143,0,28.129
1998,"L","TW","MH",0.39,83.535,0,34.878
1998,"L","TW","NU",3.269,0,0,0
1998,"L","TW","PW",0.869,201.686,0,214.315
1998,"L","TW","SB",17.565,225.277,0,216.459
1998,"L","TW","VU",538.673,8.139,0,45.205
1998,"L","US","AS",314.905971,5.492485,8.536879,37.831142
1998,"L","US","CK",35.935946,3.502116,0.676367,2.398888
1998,"L","US","FJ",0.721726,0,0,0.347912
1998,"L","US","HW",430.029131,1355.824796,22.192957,263.418054
1998,"L","US","I5",350.974009,870.834681,37.536057,269.821126
1998,"L","US","I6",232.691142,418.157823,1.913506,75.419805
1998,"L","US","I7",89.38571,0.938275,0.737582,1.358802
1998,"L","US","I9",5.050647,0.067124,0.049172,0.063257
1998,"L","US","JT",104.974758,32.098124,6.573552,21.603721
1998,"L","US","PY",3.33096,593.084576,7.783928,228.737295
1998,"L","VU","I2",0.539198,32.682175,0,14.229536
1998,"L","VU","I6",7.599867,0.113666,0,0.277912
1998,"L","VU","SB",1.860935,20.204158,0,10.492553
1998,"L","WS","WS",4742,334,943,801
1998,"P","AU","AU",0,0,266,0
1998,"P","FJ","FJ",0,0,459,7
1998,"P","ID","ID",0,4873,111654,22626
1998,"P","JP","FM",0,0,1003.480053,22.099985
1998,"P","JP","GL",0,0,6.999461,0
1998,"P","JP","I1",0,0,18.245047,0
1998,"P","JP","I2",0,10.0903,168.766993,14.745827
1998,"P","JP","I3",0.823717,13.924627,14597.155104,56.66035
1998,"P","JP","I4",0,2.825288,3158.725408,9.493884
1998,"P","JP","I6",14940.269753,247.11157,39638.08245,266.535893
1998,"P","JP","I7",31.379908,0,481.872412,0.100985
1998,"P","JP","JP",7980.526851,1258.048215,54121.171124,3132.663047
1998,"P","JP","MH",0,0,17842.499465,36.699999
1998,"P","NZ","NZ",1,0,1,0
1998,"P","PF","PF",8,0,784,118
1998,"P","PW","PW",0,0,100,0
1998,"P","SB","I2",0,0,6.000919,0.999896
1998,"P","SB","SB",0,0,22082.999081,1214.000103
1998,"P","US","HW",0,0,382,1
1998,"S","AU","AU",0,0,942.470655,0
1998,"S","AU","I7",0,0,71.529345,0
1998,"S","EP","I5",0,571,2001,362
1998,"S","ES","I5",0,409,772,443
1998,"S","FM","FM",0,224.396,1961.506,586.745
1998,"S","FM","GL",0,62.646,462.737,238.383
1998,"S","FM","I1",0,3.767,48.622,11.878
1998,"S","FM","I2",0,150.32,1105.393,569.406
1998,"S","FM","MH",0,81.839,580.776,377.946
1998,"S","FM","NR",0,47.974,374.708,610.596
1998,"S","FM","PG",0,192.707,1218.418,573.254
1998,"S","FM","SB",0,164.61,2552.294,925.078
1998,"S","ID","ID",0,1889,47000,14119
1998,"S","JP","CN",0,0,0,0
1998,"S","JP","FM",0,159.00001,24188.999779,4609.000073
1998,"S","JP","GL",0,245.999996,11196.001051,2168.999836
1998,"S","JP","H4",0,404.727856,1087.161989,586.620862
1998,"S","JP","I1",0,642.235828,1558.257863,1086.88611
1998,"S","JP","I2",0,9181.63951,28335.358532,20396.672052
1998,"S","JP","I3",0,58.013206,215.39381,221.126891
1998,"S","JP","I4",0,1202.383669,7657.736092,3339.09053
1998,"S","JP","I6",0,253.699997,58358.895939,1286.100866
1998,"S","JP","JP",58,162.299956,39806.69574,1605.001873
1998,"S","JP","MH",0,124.999942,21644.000825,5821.000223
1998,"S","JP","NR",0,254.999999,10547.999303,5180.999929
1998,"S","JP","PX",0,5.999959,718.499056,105.499965
1998,"S","JP","TV",0,92.999945,7751.000021,916.999845
1998,"S","JP","TW",0,0,0,0
1998,"S","KI","FJ",0,0,0,0
1998,"S","KI","FM",0,115.032,705.816,360.062
1998,"S","KI","GL",0,75.26,870.05,331.366
1998,"S","KI","GU",0,0,0,0
1998,"S","KI","I0",0,0,0,0
1998,"S","KI","I1",0,0,0,0
1998,"S","KI","I2",0,38.092,924.963,237.404
1998,"S","KI","I3",0,0,0,0
1998,"S","KI","I4",0,4.807,651.9,97.672
1998,"S","KI","JP",0,0,0,0
1998,"S","KI","MH",0,5.965,803.093,234.663
1998,"S","KI","MP",0,0,0,0
1998,"S","KI","NR",0,5.468,42.774,18.343
1998,"S","KI","PG",0,90.922,607.028,294.615
1998,"S","KI","SB",0,59.094,815.324,188.286
1998,"S","KR","FM",0,354.904,7618.5,2808.733
1998,"S","KR","GL",0,1044.311,29745.806,7614.958
1998,"S","KR","H4",0,93.11,1965.967,696.559
1998,"S","KR","H5",0,11.001,286.757,28.54
1998,"S","KR","I1",0,0.275,62.853,2.132
1998,"S","KR","I2",0,996.645,8382.221,7447.834
1998,"S","KR","I3",0,0,0,0
1998,"S","KR","I4",0,625.875,24843.649,3499.452
1998,"S","KR","I5",0,28.659,529.076,57.568
1998,"S","KR","KR",0,0,0,0
1998,"S","KR","MH",0,623.113,21041.111,5391.165
1998,"S","KR","NR",0,0,0,0
1998,"S","KR","PG",0,778.336,19688.722,4713.678
1998,"S","KR","PX",0,8.93,290.514,23.855
1998,"S","KR","SB",0,1474.198,27049.484,21077.546
1998,"S","NZ","NZ",0,0,8118,0
1998,"S","PG","FM",0,21.574,235.641,153.434
1998,"S","PG","GL",0,40.257,314.659,203.057
1998,"S","PG","I1",0,2.845,124.152,53.593
1998,"S","PG","I2",0,77.658,1793.597,1108.709
1998,"S","PG","I4",0,1.669,294.151,34.51
1998,"S","PG","ID",0,13.51,64.91,45.08
1998,"S","PG","MH",0,0,0,0
1998,"S","PG","NR",0,17.16,267.474,127.35
1998,"S","PG","PG",0,2410.682,19829.524,14776.068
1998,"S","PG","SB",0,225.579,4252.474,3547.095
1998,"S","PG","TV",0,2.444,12.254,12.815
1998,"S","PH","I1",0,0.128,2.105,1.457
1998,"S","PH","I2",0,22.614,175.673,144.023
1998,"S","PH","ID",0,15.215,333.701,136.849
1998,"S","PH","NR",0,0,0,0
1998,"S","PH","PG",0,3342.362,23039.246,16628.541
1998,"S","PH","PH",0,5478.38,65503.763,23448.943
1998,"S","SB","GL",0,0.143,44.717,5.432
1998,"S","SB","I2",0,0,0,0
1998,"S","SB","I4",0,0,3.869,0
1998,"S","SB","MH",0,0,0,0
1998,"S","SB","PG",0,1.587,23.108,14.465
1998,"S","SB","SB",0,903.851,13107.479,9217.349
1998,"S","TW","FM",0,1529.763,20403.105,6436.535
1998,"S","TW","GL",0,984.106,30536.311,8183.731
1998,"S","TW","H4",0,74.646,421.079,250.525
1998,"S","TW","I1",0,442.467,4656.249,1695.722
1998,"S","TW","I2",0,1815.283,33305.36,10813.793
1998,"S","TW","I3",0,0,0,0
1998,"S","TW","I4",0,685.516,21297.632,4824.157
1998,"S","TW","I5",0,0,0,0
1998,"S","TW","ID",0,0,0,0
1998,"S","TW","MH",0,221.766,10079.561,1813.746
1998,"S","TW","NR",0,492.183,11185.73,6534.905
1998,"S","TW","PG",0,2165.624,20953.883,11528.813
1998,"S","TW","PH",0,0,0,0
1998,"S","TW","PW",0,0,0,0
1998,"S","TW","PX",0,15.783,327.833,128.753
1998,"S","TW","SB",0,2365.939,28109.279,14413.344
1998,"S","TW","TW",0,0,0,0
1998,"S","US","AS",0,0,0,0
1998,"S","US","FJ",0,0,0,0
1998,"S","US","FM",0,117.164,932.983,146.853
1998,"S","US","GL",0,1887.875,14914.306,5626.887
1998,"S","US","H4",0,1069.322,10073.636,2753.375
1998,"S","US","H5",0,0,0,0
1998,"S","US","HB",0,495.967,11773.86,9178.333
1998,"S","US","I1",0,24.514,864.943,103.833
1998,"S","US","I2",0,986.252,6533.504,3612.262
1998,"S","US","I4",0,731.592,16074,6734.916
1998,"S","US","I5",0,10.408,2341.267,114.673
1998,"S","US","I7",0,0,0,0
1998,"S","US","I8",0,0,0,0
1998,"S","US","JV",0,0.124,32.293,0.578
1998,"S","US","LN",0,10.682,88.904,30.548
1998,"S","US","MA",0,0,0,0
1998,"S","US","MH",0,42.658,1123.463,357.776
1998,"S","US","NR",0,181.177,1271.344,826.98
1998,"S","US","NZ",0,0,277.422,0
1998,"S","US","PG",0,574.882,5568.976,2934.416
1998,"S","US","PW",0,0,0,0
1998,"S","US","PX",0,1823.646,19252.495,5190.204
1998,"S","US","SB",0,63.664,671.465,339.091
1998,"S","US","TK",0,169.37,1448.593,428.26
1998,"S","US","TV",0,3281.187,23332.957,8061.542
1998,"S","US","VU",0,3.014,50.886,12.102
1998,"S","US","WF",0,1.69,24.686,16.727
1998,"S","US","WS",0,0,0,0
1998,"S","VU","FM",0,313.697,3052.053,945.285
1998,"S","VU","GL",0,154.243,3629.988,711.333
1998,"S","VU","GU",0,0,0,0
1998,"S","VU","H4",0,0,0,0
1998,"S","VU","HB",0,0,0,0
1998,"S","VU","I1",0,1.172,4.602,3.44
1998,"S","VU","I2",0,194.831,3029.26,1436.049
1998,"S","VU","I3",0,0,0,0
1998,"S","VU","I4",0,175.84,3711.147,697.2
1998,"S","VU","ID",0,0,0,0
1998,"S","VU","JP",0,0,0,0
1998,"S","VU","MH",0,62.738,1210.886,477.464
1998,"S","VU","MP",0,0,0,0
1998,"S","VU","NR",0,177.475,3170.243,1738.245
1998,"S","VU","PG",0,306.202,3289.785,1328.93
1998,"S","VU","PH",0,0,0,0
1998,"S","VU","PW",0,0,0,0
1998,"S","VU","SB",0,257.771,5743.936,3511.192
